bluff,4,raise 00000,nobly 00110,humph 01000,bluff 22222,,
cramp,4,raise 11000,crowd 22000,unmet 00100,cramp 22222,,
buggy,4,raise 00000,nobly 00102,cigar 00100,buggy 22222,,
unfit,4,raise 00100,pilot 01002,cigar 01000,unfit 22222,,
cling,4,raise 00200,blunt 02020,cigar 21100,cling 22222,,
glean,4,raise 01001,dealt 01110,slung 02011,glean 22222,,
label,4,raise 02001,novel 00021,rebut 01200,label 22222,,
hunky,4,raise 00000,nobly 10002,bench 00201,hunky 22222,,
khaki,4,raise 01100,until 00010,cigar 01010,khaki 22222,,
gruel,4,raise 10001,deter 00021,growl 22002,gruel 22222,,
twang,4,raise 01000,clout 00001,cigar 00110,twang 22222,,
shrug,4,raise 10010,shout 22020,cigar 00101,shrug 22222,,
treat,4,raise 11001,bleat 00221,evade 10100,treat 22222,,
waste,4,raise 02012,butch 00100,whelp 20100,waste 22222,,
merit,4,raise 10101,diner 01011,rebut 12002,merit 22222,,
needy,4,raise 00001,betel 01000,hound 00011,needy 22222,,
clown,4,raise 00000,nobly 11010,colon 21102,clown 22222,,
irony,4,raise 10100,grout 02200,rebut 10000,irony 22222,,
ruder,4,raise 10001,deter 10021,rebut 11010,ruder 22222,,
onset,4,raise 00011,spelt 10102,rebut 01002,onset 22222,,
fungi,4,raise 00100,pilot 01000,ionic 10200,fungi 22222,,
charm,4,raise 11000,crowd 21000,humph 10100,charm 22222,,
inter,4,raise 10101,diner 01122,staff 01000,inter 22222,,
whoop,4,raise 00000,nobly 01000,dutch 00001,whoop 22222,,
leery,4,raise 10001,deter 01001,glove 01001,leery 22222,,
class,4,raise 01010,shalt 10210,cigar 20010,class 22222,,
theme,4,raise 00001,betel 01110,evade 10002,theme 22222,,
alpha,4,raise 01000,clout 02000,aback 10000,alpha 22222,,
thyme,4,raise 00002,blond 00000,cigar 00000,thyme 22222,,
eclat,4,raise 01001,dealt 01112,belch 01210,eclat 22222,,
doubt,4,raise 00000,nobly 02100,cigar 00000,doubt 22222,,
parer,4,raise 12001,glyph 00010,tapir 02101,parer 22222,,
chute,4,raise 00002,blond 00000,cigar 20000,chute 22222,,
trice,4,raise 10202,thump 20000,cigar 11001,trice 22222,,
sooth,4,raise 00010,stony 21100,rebut 00001,sooth 22222,,
recap,4,raise 21001,inlay 00020,cigar 10021,recap 22222,,
liege,4,raise 00101,lipid 22000,stink 00100,liege 22222,,
glory,4,raise 10000,count 01000,blood 02200,glory 22222,,
admit,4,raise 01100,until 00120,dwarf 10100,admit 22222,,
brisk,4,raise 10220,whelp 00000,rebut 10100,brisk 22222,,
scald,4,raise 01010,shalt 20220,pride 00010,scald 22222,,
scorn,4,raise 10010,shout 20200,dwarf 00020,scorn 22222,,
sting,4,raise 00210,plunk 00020,batty 00100,sting 22222,,
bough,4,raise 00000,nobly 02100,cigar 00100,bough 22222,,
sloth,4,raise 00010,stony 21200,perch 00002,sloth 22222,,
dandy,4,raise 02000,count 00010,moldy 00012,dandy 22222,,
vigor,4,raise 10100,grout 11100,cigar 02202,vigor 22222,,
howdy,4,raise 00000,nobly 02002,muddy 00022,howdy 22222,,
valid,4,raise 02100,month 00000,focal 00011,valid 22222,,
ionic,4,raise 00100,pilot 01010,mimic 01022,ionic 22222,,
equal,4,raise 01001,dealt 01110,slung 01200,equal 22222,,
unset,4,raise 00011,spelt 10102,rebut 01012,unset 22222,,
floor,4,raise 10000,count 01000,blood 02220,floor 22222,,
catch,4,raise 02000,count 10001,belch 00012,catch 22222,,
spade,4,raise 01012,stalk 20200,dumpy 10010,spade 22222,,
quirk,4,raise 10200,crypt 01000,rebut 10010,quirk 22222,,
denim,4,raise 00101,lipid 00021,model 10110,denim 22222,,
grove,4,raise 10002,thong 00201,humph 00000,grove 22222,,
fault,4,raise 02000,count 00202,focal 20011,fault 22222,,
flout,4,raise 00000,nobly 01010,dutch 01100,flout 22222,,
libel,4,raise 00101,lipid 12000,rebut 01200,libel 22222,,
waltz,4,raise 02000,count 00001,batty 02020,waltz 22222,,
aptly,4,raise 01000,clout 01001,focal 00011,aptly 22222,,
piney,4,raise 00101,lipid 02100,bench 01200,piney 22222,,
photo,4,raise 00000,nobly 01000,dutch 00101,photo 22222,,
dream,4,raise 11001,bleat 00220,dwarf 20110,dream 22222,,
ombre,4,raise 10002,thong 00100,cigar 00001,ombre 22222,,
unite,4,raise 00202,cloth 00020,humph 01000,unite 22222,,
snarl,4,raise 11010,stamp 20200,flick 01000,snarl 22222,,
there,4,raise 10001,deter 01111,bench 01001,there 22222,,
glyph,4,raise 00000,nobly 00011,cigar 00100,glyph 22222,,
pooch,4,raise 00000,nobly 01000,dutch 00022,pooch 22222,,
hippy,4,raise 00100,pilot 12000,humph 20010,hippy 22222,,
gulch,4,raise 00000,nobly 00010,champ 11000,gulch 22222,,
vault,4,raise 02000,count 00202,focal 00011,vault 22222,,
godly,4,raise 00000,nobly 02022,cigar 00100,godly 22222,,
threw,4,raise 10001,deter 00121,rebut 11001,threw 22222,,
shock,4,raise 00010,stony 20200,shelf 22000,shock 22222,,
crave,4,raise 11002,track 02210,naval 01100,crave 22222,,
spite,4,raise 00212,plunk 10000,cigar 01000,spite 22222,,
skimp,4,raise 00210,plunk 10001,sissy 21000,skimp 22222,,
claim,4,raise 01100,until 00021,humph 00100,claim 22222,,
musty,4,raise 00010,stony 11002,model 20000,musty 22222,,
pique,4,raise 00102,botch 00000,cigar 02000,pique 22222,,
opium,4,raise 00200,blunt 00100,karma 00010,opium 22222,,
stuck,4,raise 00010,stony 22000,focal 00100,stuck 22222,,
recut,4,raise 20001,bevel 02000,rebut 22022,recut 22222,,
mulch,4,raise 00000,nobly 00010,champ 11010,mulch 22222,,
genre,4,raise 10001,deter 01001,glove 20001,genre 22222,,
plume,4,raise 00002,blond 02000,stomp 00021,plume 22222,,
count,4,raise 00000,nobly 12000,thump 10200,count 22222,,
total,4,raise 01000,clout 01101,naval 00022,total 22222,,
mocha,4,raise 01000,clout 10100,motor 22000,mocha 22222,,
funny,4,raise 00000,nobly 10002,bench 00100,funny 22222,,
smoke,4,raise 00012,cloth 00200,humph 00100,smoke 22222,,
mound,4,raise 00000,nobly 12000,thump 00210,mound 22222,,
undue,4,raise 00002,blond 00011,cigar 00000,undue 22222,,
sedan,4,raise 01011,knelt 01100,cigar 00020,sedan 22222,,
pagan,4,raise 01000,clout 00000,gamma 11000,pagan 22222,,
swine,4,raise 00212,plunk 00020,humph 00000,swine 22222,,
gusty,4,raise 00010,stony 11002,model 00000,gusty 22222,,
tough,4,raise 00000,nobly 02000,trace 20000,tough 22222,,
covet,4,raise 00001,betel 00120,unmet 00022,covet 22222,,
human,4,raise 01000,clout 00010,cigar 00020,human 22222,,
udder,4,raise 10001,deter 10022,model 00120,udder 22222,,
lunch,4,raise 00000,nobly 10010,flick 01020,lunch 22222,,
blast,4,raise 01020,chant 00202,blush 22020,blast 22222,,
stray,4,raise 11010,stamp 22100,sissy 20002,stray 22222,,
manga,4,raise 01000,clout 00000,gamma 12102,manga 22222,,
quick,4,raise 00200,blunt 00100,karma 10000,quick 22222,,
paste,4,raise 02012,butch 00100,whelp 00101,paste 22222,,
given,4,raise 00101,lipid 02000,cigar 02100,given 22222,,
octet,4,raise 00001,betel 00120,unmet 00021,octet 22222,,
groan,4,raise 11000,crowd 02200,cigar 00121,groan 22222,,
leaky,4,raise 01001,dealt 02210,focal 00011,leaky 22222,,
grind,4,raise 10200,crypt 02000,guild 20202,grind 22222,,
sadly,4,raise 02010,sloth 21000,evade 00110,sadly 22222,,
spilt,4,raise 00210,plunk 11000,rebut 00002,spilt 22222,,
apple,4,raise 01002,blank 01100,humph 00010,apple 22222,,
slack,4,raise 01010,shalt 20210,cigar 10010,slack 22222,,
sheen,4,raise 00011,spelt 20100,delve 01001,sheen 22222,,
eerie,4,raise 10101,diner 01011,rebut 11000,eerie 22222,,
derby,4,raise 10001,deter 22001,cigar 00001,derby 22222,,
coach,4,raise 01000,clout 10100,motor 02000,coach 22222,,
erupt,4,raise 10001,deter 01101,humph 01020,erupt 22222,,
price,4,raise 10202,thump 00001,cigar 11001,price 22222,,
spawn,4,raise 01010,shalt 20200,mucky 00000,spawn 22222,,
filmy,4,raise 00100,pilot 02200,awake 00000,filmy 22222,,
stack,4,raise 01010,shalt 20201,knife 10000,stack 22222,,
niece,4,raise 00101,lipid 02000,cigar 12000,niece 22222,,
woozy,4,raise 00000,nobly 01002,wedge 20000,woozy 22222,,
handy,4,raise 02000,count 00010,moldy 00022,handy 22222,,
grace,4,raise 11002,track 02220,cigar 10111,grace 22222,,
stank,4,raise 01010,shalt 20201,knife 11000,stank 22222,,
usual,4,raise 01010,shalt 10110,naval 00022,usual 22222,,
valor,4,raise 12000,morph 01100,naval 02101,valor 22222,,
ninja,4,raise 01100,until 01010,humph 00000,ninja 22222,,
muddy,4,raise 00000,nobly 00002,midge 20100,muddy 22222,,
prone,4,raise 10002,thong 00220,pride 22002,prone 22222,,
shade,4,raise 01012,stalk 20200,dumpy 10000,shade 22222,,
dowel,4,raise 00001,betel 00022,woven 12020,dowel 22222,,
evoke,4,raise 00001,betel 01010,karma 10000,evoke 22222,,
creek,4,raise 10001,deter 01021,print 02000,creek 22222,,
idiot,4,raise 00100,pilot 01022,cigar 01000,idiot 22222,,
dross,4,raise 10010,shout 10200,cigar 00001,dross 22222,,
annul,4,raise 01000,clout 01020,awake 20000,annul 22222,,
goody,4,raise 00000,nobly 01002,wedge 00110,goody 22222,,
frown,4,raise 10000,count 01010,dwarf 01011,frown 22222,,
humid,4,raise 00100,pilot 01000,ionic 00020,humid 22222,,
lymph,4,raise 00000,nobly 00011,cigar 00000,lymph 22222,,
might,4,raise 00100,pilot 02002,frown 00000,might 22222,,
crock,4,raise 10000,count 11000,focal 01100,crock 22222,,
write,4,raise 10202,thump 10000,awake 01002,write 22222,,
loath,4,raise 01000,clout 01101,naval 01001,loath 22222,,
chaff,4,raise 01000,clout 20000,humph 10000,chaff 22222,,
slide,4,raise 00212,plunk 02000,model 00111,slide 22222,,
queer,4,raise 10001,deter 01022,rebut 11010,queer 22222,,
venom,4,raise 00001,betel 02000,colon 00021,venom 22222,,
stamp,4,raise 01010,shalt 20201,knife 00000,stamp 22222,,
still,4,raise 00210,plunk 01000,stink 22200,still 22222,,
hater,4,raise 12001,glyph 00001,cigar 00012,hater 22222,,
mania,4,raise 01100,until 01020,humph 00100,mania 22222,,
awoke,4,raise 01002,blank 00101,awake 22022,awoke 22222,,
brawn,4,raise 11000,crowd 02020,blush 20000,brawn 22222,,
swift,4,raise 00210,plunk 00000,whelp 10000,swift 22222,,
birch,4,raise 10100,grout 01000,cigar 12001,birch 22222,,
lucky,4,raise 00000,nobly 00012,lipid 20000,lucky 22222,,
freer,4,raise 10001,deter 01021,print 01000,freer 22222,,
plier,4,raise 10201,fetid 01010,cigar 01002,plier 22222,,
savvy,4,raise 02010,sloth 20000,pound 00000,savvy 22222,,
toxin,4,raise 00100,pilot 01011,bench 00100,toxin 22222,,
tunic,4,raise 00100,pilot 01001,humph 02000,tunic 22222,,
pried,4,raise 10201,fetid 01012,cigar 01001,pried 22222,,
chump,4,raise 00000,nobly 00000,could 20200,chump 22222,,
lanky,4,raise 02000,count 00010,moldy 00102,lanky 22222,,
cress,4,raise 10011,sheep 10200,cigar 20001,cress 22222,,
eater,4,raise 12001,glyph 00000,water 02212,eater 22222,,
elude,4,raise 00001,betel 01011,humph 01000,elude 22222,,
cycle,4,raise 00002,blond 01000,cigar 10000,cycle 22222,,
vigil,4,raise 00100,pilot 01100,civic 02120,vigil 22222,,
blink,4,raise 00200,blunt 22020,awake 00010,blink 22222,,
clung,4,raise 00000,nobly 10010,flick 02010,clung 22222,,
qualm,4,raise 01000,clout 01010,cigar 00010,qualm 22222,,
clink,4,raise 00200,blunt 02020,cigar 21000,clink 22222,,
juicy,4,raise 00200,blunt 00100,karma 00000,juicy 22222,,
stage,4,raise 01012,stalk 22200,cigar 00110,stage 22222,,
nerve,4,raise 10001,deter 01001,glove 00021,nerve 22222,,
crook,4,raise 10000,count 21000,grade 02000,crook 22222,,
clean,4,raise 01001,dealt 01110,slung 02010,clean 22222,,
vowel,4,raise 00001,betel 00022,woven 12120,vowel 22222,,
snuck,4,raise 00010,stony 20010,cigar 10000,snuck 22222,,
icing,4,raise 00100,pilot 01000,ionic 10101,icing 22222,,
rigor,4,raise 10100,grout 11100,cigar 02201,rigor 22222,,
flown,4,raise 00000,nobly 11010,colon 01102,flown 22222,,
thank,4,raise 01000,clout 00001,cigar 00010,thank 22222,,
moldy,4,raise 00000,nobly 02012,dwarf 10000,moldy 22222,,
dowdy,4,raise 00000,nobly 02002,muddy 00122,dowdy 22222,,
kneel,4,raise 00001,betel 01022,bench 01100,kneel 22222,,
track,4,raise 11000,crowd 12000,stink 01002,track 22222,,
caddy,4,raise 02000,count 20000,rebut 00000,caddy 22222,,
quell,4,raise 00001,betel 01001,gulch 02100,quell 22222,,
swore,4,raise 10012,notch 01000,humph 00000,swore 22222,,
rebar,4,raise 11001,bleat 10120,cigar 00021,rebar 22222,,
scuba,4,raise 01010,shalt 20100,cigar 10010,scuba 22222,,
flyer,4,raise 10001,deter 00022,vouch 00000,flyer 22222,,
doing,4,raise 00200,blunt 00020,dowry 22000,doing 22222,,
amply,4,raise 01000,clout 01000,nymph 01110,amply 22222,,
molar,4,raise 11000,crowd 01100,motor 22002,molar 22222,,
ovary,4,raise 11000,crowd 01100,motor 01001,ovary 22222,,
beset,4,raise 00011,spelt 10102,rebut 01102,beset 22222,,
queue,4,raise 00001,betel 01010,karma 00000,queue 22222,,
cliff,4,raise 00200,blunt 02000,focal 10101,cliff 22222,,
sport,4,raise 10010,shout 20202,humph 00010,sport 22222,,
twirl,4,raise 10200,crypt 01001,humph 00000,twirl 22222,,
llama,4,raise 01000,clout 01000,nymph 00100,llama 22222,,
hovel,4,raise 00001,betel 00022,woven 02220,hovel 22222,,
rehab,4,raise 21001,inlay 00020,cigar 00021,rehab 22222,,
macaw,4,raise 01000,clout 10000,awake 11100,macaw 22222,,
spout,4,raise 00010,stony 21200,perch 10000,spout 22222,,
verve,4,raise 10001,deter 01001,glove 00011,verve 22222,,
dying,4,raise 00200,blunt 00020,dowry 20001,dying 22222,,
brain,4,raise 11100,gland 00210,rebut 10100,brain 22222,,
buddy,4,raise 00000,nobly 00102,cigar 00000,buddy 22222,,
thump,4,raise 00000,nobly 00000,could 00200,thump 22222,,
scion,4,raise 00210,plunk 00010,cigar 11000,scion 22222,,
candy,4,raise 02000,count 20010,evade 00120,candy 22222,,
chord,4,raise 10000,count 21000,grade 01010,chord 22222,,
crowd,4,raise 10000,count 21000,grade 02010,crowd 22222,,
musky,4,raise 00010,stony 10002,mushy 22202,musky 22222,,
bravo,4,raise 11000,crowd 02100,cigar 00011,bravo 22222,,
stung,4,raise 00010,stony 22020,cigar 00100,stung 22222,,
title,4,raise 00102,botch 00100,evade 00002,title 22222,,
ruler,4,raise 10001,deter 00021,growl 01001,ruler 22222,,
blond,4,raise 00000,nobly 11110,awake 00000,blond 22222,,
fluid,4,raise 00100,pilot 01100,civic 00020,fluid 22222,,
tatty,4,raise 02000,count 00001,batty 02122,tatty 22222,,
zebra,4,raise 11001,bleat 10110,cigar 00011,zebra 22222,,
matey,4,raise 02001,novel 00020,cigar 00010,matey 22222,,
bluer,4,raise 10001,deter 00022,vouch 00200,bluer 22222,,
shook,4,raise 00010,stony 20100,whelp 02000,shook 22222,,
river,4,raise 10101,diner 02021,humph 00000,river 22222,,
frisk,4,raise 10220,whelp 00000,rebut 10000,frisk 22222,,
begun,4,raise 00001,betel 22000,cigar 00200,begun 22222,,
azure,4,raise 11002,track 01100,dwarf 00120,azure 22222,,
weave,4,raise 01001,dealt 01200,humph 00000,weave 22222,,
genie,4,raise 00101,lipid 00020,cigar 01100,genie 22222,,
glove,4,raise 00002,blond 02200,cigar 00100,glove 22222,,
scope,4,raise 00012,cloth 10200,humph 00020,scope 22222,,
wryly,4,raise 10000,count 00000,dwarf 01010,wryly 22222,,
assay,4,raise 01010,shalt 10100,sissy 10202,assay 22222,,
ocean,4,raise 01001,dealt 01100,month 01100,ocean 22222,,
bloom,4,raise 00000,nobly 01110,model 11001,bloom 22222,,
later,4,raise 12001,glyph 01000,rebut 11001,later 22222,,
silky,4,raise 00110,shout 20000,awake 00020,silky 22222,,
dwelt,4,raise 00001,betel 01101,unfed 00011,dwelt 22222,,
smack,4,raise 01010,shalt 20200,mucky 10110,smack 22222,,
solid,4,raise 00110,shout 20100,cigar 01000,solid 22222,,
amaze,4,raise 01002,blank 00100,digit 00000,amaze 22222,,
hazel,4,raise 02001,novel 00022,cigar 00010,hazel 22222,,
flint,4,raise 00200,blunt 02022,cigar 01000,flint 22222,,
civil,4,raise 00100,pilot 01100,civic 22220,civil 22222,,
cover,4,raise 10001,deter 00022,vouch 12010,cover 22222,,
beech,4,raise 00001,betel 21000,cigar 10000,beech 22222,,
bliss,4,raise 00210,plunk 02000,rebut 00100,bliss 22222,,
vocal,4,raise 01000,clout 11100,focal 02222,vocal 22222,,
dolly,4,raise 00000,nobly 02012,dwarf 20000,dolly 22222,,
eight,4,raise 00101,lipid 02000,cigar 02200,eight 22222,,
event,4,raise 00001,betel 01110,evade 12000,event 22222,,
ensue,4,raise 00011,spelt 10100,evade 20002,ensue 22222,,
shunt,4,raise 00010,stony 21020,rebut 00012,shunt 22222,,
sweep,4,raise 00011,spelt 21100,humph 00010,sweep 22222,,
alley,4,raise 01001,dealt 01110,slung 01000,alley 22222,,
creed,4,raise 10001,deter 11021,cigar 20001,creed 22222,,
leafy,4,raise 01001,dealt 02210,focal 10011,leafy 22222,,
bosom,4,raise 00010,stony 10100,blush 20010,bosom 22222,,
dunce,4,raise 00002,blond 00011,cigar 10000,dunce 22222,,
pudgy,4,raise 00000,nobly 00002,midge 00220,pudgy 22222,,
choir,4,raise 10100,grout 01200,cigar 21002,choir 22222,,
stood,4,raise 00010,stony 22100,model 01100,stood 22222,,
spoke,4,raise 00012,cloth 00200,humph 00010,spoke 22222,,
outgo,4,raise 00000,nobly 01000,dutch 02200,outgo 22222,,
delay,4,raise 01001,dealt 22110,cigar 00020,delay 22222,,
bilge,4,raise 00102,botch 20000,blush 21000,bilge 22222,,
hotly,4,raise 00000,nobly 02022,cigar 00000,hotly 22222,,
laugh,4,raise 02000,count 00200,sissy 00000,laugh 22222,,
block,4,raise 00000,nobly 01110,model 01001,block 22222,,
grape,4,raise 11002,track 02200,pudgy 10010,grape 22222,,
noose,4,raise 00022,gulch 00000,humph 00000,noose 22222,,
drawl,4,raise 11000,crowd 02021,blush 01000,drawl 22222,,
crick,4,raise 10200,crypt 12000,rebut 10000,crick 22222,,
idyll,4,raise 00100,pilot 01100,civic 01000,idyll 22222,,
vixen,4,raise 00101,lipid 02000,cigar 02000,vixen 22222,,
furor,4,raise 10000,count 01100,major 00021,furor 22222,,
stork,4,raise 10010,shout 20201,karma 10100,stork 22222,,
aunty,4,raise 01000,clout 00011,sissy 00002,aunty 22222,,
check,4,raise 00001,betel 01000,hound 10000,check 22222,,
brass,4,raise 11010,stamp 10200,cigar 00011,brass 22222,,
outer,4,raise 10001,deter 00222,rebut 11011,outer 22222,,
furry,4,raise 10000,count 00100,flesh 20000,furry 22222,,
razor,4,raise 12000,morph 01100,naval 02000,razor 22222,,
imply,4,raise 00100,pilot 11100,humph 00110,imply 22222,,
demur,4,raise 10001,deter 22002,cigar 00002,demur 22222,,
cavil,4,raise 02100,month 00000,focal 00112,cavil 22222,,
crump,4,raise 10000,count 20200,rebut 10010,crump 22222,,
dough,4,raise 00000,nobly 02000,trace 00000,dough 22222,,
wagon,4,raise 02000,count 01010,cigar 00210,wagon 22222,,
salon,4,raise 02010,sloth 21100,evade 00100,salon 22222,,
nudge,4,raise 00002,blond 00011,cigar 00100,nudge 22222,,
harem,4,raise 12001,glyph 00001,cigar 00011,harem 22222,,
pitch,4,raise 00100,pilot 22001,cigar 12000,pitch 22222,,
sworn,4,raise 10010,shout 20200,dwarf 02020,sworn 22222,,
pupil,4,raise 00100,pilot 11100,humph 02010,pupil 22222,,
excel,4,raise 00001,betel 01022,bench 01010,excel 22222,,
queen,4,raise 00001,betel 01020,humph 02000,queen 22222,,
trout,4,raise 10000,count 01101,totem 11000,trout 22222,,
storm,4,raise 10010,shout 20201,karma 00110,storm 22222,,
taper,4,raise 12001,glyph 00010,tapir 22202,taper 22222,,
child,4,raise 00200,blunt 01000,evade 00010,child 22222,,
minor,4,raise 10100,grout 01100,cigar 02002,minor 22222,,
husky,4,raise 00010,stony 10002,mushy 02212,husky 22222,,
filet,4,raise 00101,lipid 12000,rebut 01002,filet 22222,,
slime,4,raise 00212,plunk 02000,model 10011,slime 22222,,
glint,4,raise 00200,blunt 02022,cigar 01100,glint 22222,,
tread,4,raise 11001,bleat 00221,evade 10110,tread 22222,,
every,4,raise 10001,deter 01011,humph 00000,every 22222,,
murky,4,raise 10000,count 00100,flesh 00000,murky 22222,,
spore,4,raise 10012,notch 01000,humph 00010,spore 22222,,
buxom,4,raise 00000,nobly 01100,major 10020,buxom 22222,,
inner,4,raise 10101,diner 01122,staff 00000,inner 22222,,
otter,4,raise 10001,deter 00122,totem 11220,otter 22222,,
sumac,4,raise 01010,shalt 20100,cigar 10020,sumac 22222,,
donut,4,raise 00000,nobly 12000,thump 10100,donut 22222,,
stilt,4,raise 00210,plunk 01000,stink 21200,stilt 22222,,
arena,4,raise 11001,bleat 00210,humph 00000,arena 22222,,
sheet,4,raise 00011,spelt 20102,humph 10000,sheet 22222,,
scrub,4,raise 10010,shout 20020,humph 01000,scrub 22222,,
slimy,4,raise 00210,plunk 02000,rebut 00000,slimy 22222,,
pearl,4,raise 11001,bleat 01110,humph 00010,pearl 22222,,
silly,4,raise 00110,shout 20000,awake 00000,silly 22222,,
dingo,4,raise 00100,pilot 02010,rebut 00000,dingo 22222,,
shady,4,raise 01010,shalt 22200,stink 20000,shady 22222,,
bread,4,raise 11001,bleat 20220,awake 10001,bread 22222,,
quill,4,raise 00200,blunt 01100,cigar 01000,quill 22222,,
cross,4,raise 10010,shout 10200,cigar 20001,cross 22222,,
brood,4,raise 10000,count 01000,blood 20222,brood 22222,,
tuber,4,raise 10001,deter 00122,totem 20020,tuber 22222,,
blank,4,raise 01000,clout 02000,aback 01202,blank 22222,,
villa,4,raise 01100,until 00011,clock 01000,villa 22222,,
shank,4,raise 01010,shalt 22200,stink 20022,shank 22222,,
piggy,4,raise 00100,pilot 22000,stink 00100,piggy 22222,,
freak,4,raise 11001,bleat 00220,dwarf 00111,freak 22222,,
which,4,raise 00200,blunt 00000,dwarf 01000,which 22222,,
among,4,raise 01000,clout 00200,sissy 00000,among 22222,,
fecal,4,raise 01001,dealt 02110,cigar 10020,fecal 22222,,
shell,4,raise 00011,spelt 20210,humph 10000,shell 22222,,
would,4,raise 00000,nobly 02020,dwarf 11000,would 22222,,
agony,4,raise 01000,clout 00200,sissy 00002,agony 22222,,
swoon,4,raise 00010,stony 20110,whelp 10000,swoon 22222,,
knife,4,raise 00202,cloth 00000,cigar 01000,knife 22222,,
urban,4,raise 11000,crowd 02000,print 02010,urban 22222,,
viola,4,raise 01100,until 00011,clock 01200,viola 22222,,
straw,4,raise 11010,stamp 22100,sissy 20000,straw 22222,,
amass,4,raise 01010,shalt 10100,sissy 10020,amass 22222,,
third,4,raise 10200,crypt 01001,humph 10000,third 22222,,
tutor,4,raise 10000,count 01101,totem 21200,tutor 22222,,
woody,4,raise 00000,nobly 01002,wedge 20100,woody 22222,,
blurb,4,raise 10000,count 00200,cigar 00001,blurb 22222,,
grief,4,raise 10201,fetid 11010,cigar 01101,grief 22222,,
disco,4,raise 00110,shout 10100,cigar 12000,disco 22222,,
where,4,raise 10001,deter 01011,humph 10000,where 22222,,
sassy,4,raise 02010,sloth 10000,cigar 00010,sassy 22222,,
beach,4,raise 01001,dealt 02200,humph 00002,beach 22222,,
sauna,4,raise 01010,shalt 20100,cigar 00010,sauna 22222,,
comic,4,raise 00100,pilot 01010,mimic 00221,comic 22222,,
clued,4,raise 00001,betel 00021,humph 01000,clued 22222,,
creep,4,raise 10001,deter 01021,print 12000,creep 22222,,
snuff,4,raise 00010,stony 20010,cigar 00000,snuff 22222,,
frock,4,raise 10000,count 11000,focal 21100,frock 22222,,
gonad,4,raise 01000,clout 00100,nymph 10000,gonad 22222,,
drunk,4,raise 10000,count 00220,cigar 00001,drunk 22222,,
prong,4,raise 10000,count 01020,dwarf 00010,prong 22222,,
vinyl,4,raise 00100,pilot 02100,howdy 00001,vinyl 22222,,
smell,4,raise 00011,spelt 20210,humph 00100,smell 22222,,
adage,4,raise 01002,blank 00100,digit 10100,adage 22222,,
worry,4,raise 10000,count 02000,dowry 02112,worry 22222,,
local,4,raise 01000,clout 11100,focal 02221,local 22222,,
ashen,4,raise 01011,knelt 01100,cigar 00010,ashen 22222,,
gaunt,4,raise 02000,count 00222,dough 00210,gaunt 22222,,
clove,4,raise 00002,blond 02200,cigar 20000,clove 22222,,
enact,4,raise 01001,dealt 01202,naval 11000,enact 22222,,
speck,4,raise 00011,spelt 22200,cigar 10000,speck 22222,,
missy,4,raise 00110,shout 10000,sissy 02222,missy 22222,,
grunt,4,raise 10000,count 00222,cigar 00101,grunt 22222,,
snoop,4,raise 00010,stony 20110,whelp 00002,snoop 22222,,
touch,4,raise 00000,nobly 02000,trace 20020,touch 22222,,
mafia,4,raise 01100,until 00020,model 20000,mafia 22222,,
emcee,4,raise 00001,betel 01010,karma 00010,emcee 22222,,
array,4,raise 11000,crowd 01000,alarm 10010,array 22222,,
south,4,raise 00010,stony 21100,rebut 00011,south 22222,,
vapid,4,raise 02100,month 00000,focal 00010,vapid 22222,,
skulk,4,raise 00010,stony 20000,whelp 00020,skulk 22222,,
cyber,4,raise 10001,deter 00022,vouch 00010,cyber 22222,,
adore,4,raise 11002,track 01100,dwarf 10120,adore 22222,,
tardy,4,raise 12000,morph 00200,awake 10000,tardy 22222,,
frond,4,raise 10000,count 01020,dwarf 10011,frond 22222,,
puree,4,raise 10001,deter 01021,print 21000,puree 22222,,
venue,4,raise 00001,betel 01000,hound 00110,venue 22222,,
seven,4,raise 00011,spelt 20100,delve 01010,seven 22222,,
dryly,4,raise 10000,count 00000,dwarf 20010,dryly 22222,,
drank,4,raise 11000,crowd 02001,awake 00210,drank 22222,,
heady,4,raise 01001,dealt 12200,rebut 02000,heady 22222,,
theta,4,raise 01001,dealt 01101,cigar 00010,theta 22222,,
junto,4,raise 00000,nobly 11000,bench 00200,junto 22222,,
pixie,4,raise 00102,botch 00000,cigar 01000,pixie 22222,,
quoth,4,raise 00000,nobly 01000,dutch 02102,quoth 22222,,
amend,4,raise 01001,dealt 11100,humph 00100,amend 22222,,
piano,4,raise 01100,until 01010,humph 00010,piano 22222,,
suing,4,raise 00210,plunk 00120,sissy 21000,suing 22222,,
rearm,4,raise 11001,bleat 00110,marry 11120,rearm 22222,,
coral,4,raise 11000,crowd 21100,cigar 20021,coral 22222,,
worth,4,raise 10000,count 02001,fresh 01002,worth 22222,,
infer,4,raise 10101,diner 01122,staff 00010,infer 22222,,
overt,4,raise 10001,deter 01101,humph 00000,overt 22222,,
mayor,4,raise 12000,morph 21100,yearn 10110,mayor 22222,,
ovoid,4,raise 00100,pilot 01010,mimic 00020,ovoid 22222,,
chuck,4,raise 00000,nobly 00000,could 10200,chuck 22222,,
prank,4,raise 11000,crowd 02000,print 22020,prank 22222,,
tooth,4,raise 00000,nobly 01000,dutch 00102,tooth 22222,,
drove,4,raise 10002,thong 00200,adobe 01202,drove 22222,,
stint,4,raise 00210,plunk 00020,batty 00110,stint 22222,,
