OPALS,5,TARES 01002,ALMAH 11000,DOING 01000,ABAMP 00201,OPALS 22222,,,,,,,,
OPEPE,5,TARES 00010,LEONE 01102,BOOZY 01000,AAHED 00010,OPEPE 22222,,,,,,,,
OPPOS,5,TARES 00002,LOUND 01000,CHOOM 00120,BAGGY 00000,OPPOS 22222,,,,,,,,
ORACH,5,TARES 01100,LIANA 00200,CHORD 11110,AORTA 11100,ORACH 22222,,,,,,,,
ORALS,5,TARES 01102,BRAID 02200,PONGY 01000,AALII 10100,ORALS 22222,,,,,,,,
ORGAN,5,TARES 01100,LIANA 00110,ADOWN 10102,AARGH 10110,ORGAN 22222,,,,,,,,
OUPAS,5,TARES 01002,ALMAH 00020,PINKO 10001,AAHED 10000,OUPAS 22222,,,,,,,,
OUPHE,5,TARES 00010,LEONE 00102,COMBI 01000,ABMHO 00021,OUPHE 22222,,,,,,,,
OVALS,5,TARES 01002,ALMAH 11000,DOING 01000,ABAMP 00200,OVALS 22222,,,,,,,,
OVARY,5,TARES 01100,LIANA 00200,CHORD 00120,AARGH 10100,OVARY 22222,,,,,,,,
OVERS,5,TARES 00112,BEEDI 00200,PONGY 01000,ADMIX 00000,OVERS 22222,,,,,,,,
OVULE,5,TARES 00010,LEONE 10102,GODLY 01020,ABACA 00000,OVULE 22222,,,,,,,,
OWCHE,5,TARES 00010,LEONE 00102,COMBI 11000,AAHED 00110,OWCHE 22222,,,,,,,,
OWING,5,TARES 00000,COLIN 01011,GUIMP 10200,AAHED 00000,OWING 22222,,,,,,,,
OWLER,5,TARES 00120,POIND 01000,OMLAH 20200,AARGH 00100,OWLER 22222,,,,,,,,
OXBOW,5,TARES 00000,COLIN 01000,BUMPY 10000,AARGH 00000,OXBOW 22222,,,,,,,,
OXERS,5,TARES 00112,BEEDI 00200,PONGY 01000,ADMIX 00001,OXERS 22222,,,,,,,,
OXIDE,5,TARES 00010,LEONE 00102,COMBI 01001,AFFIX 00011,OXIDE 22222,,,,,,,,
OXIME,5,TARES 00010,LEONE 00102,COMBI 01101,ADDAX 00001,OXIME 22222,,,,,,,,
OXIMS,5,TARES 00002,LOUND 01000,CHOOM 00101,BLIMP 00220,OXIMS 22222,,,,,,,,
OZZIE,5,TARES 00010,LEONE 00102,COMBI 01001,AFFIX 00020,OZZIE 22222,,,,,,,,
PACAS,5,TARES 01002,ALMAH 10020,PUNKY 20000,ABACA 10110,PACAS 22222,,,,,,,,
PACES,5,TARES 02022,LYMPH 00010,GIPON 00100,CALIX 12000,PACES 22222,,,,,,,,
PACKS,5,TARES 02002,CLINK 10001,BAWDY 02000,BUMPH 00010,PACKS 22222,,,,,,,,
PACTS,5,TARES 12002,DHUTI 00020,BLAWN 00100,ABAFT 10001,PACTS 22222,,,,,,,,
PAEON,5,TARES 02010,CHILD 00000,MUNGE 00101,ABAMP 10001,PAEON 22222,,,,,,,,
PAGED,5,TARES 02020,LOWND 00002,CAMPY 02010,GAVEL 12020,PAGED 22222,,,,,,,,
PAGOD,5,TARES 02000,MINCY 00000,BELOW 00020,AAHED 02002,PAGOD 22222,,,,,,,,
PAGRI,5,TARES 02100,RINDY 11000,MUJIK 00010,AARGH 02110,PAGRI 22222,,,,,,,,
PAIKS,5,TARES 02002,CLINK 00201,FEHME 00000,ADAPT 10010,PAIKS 22222,,,,,,,,
PAKKA,5,TARES 01000,LIANA 00102,BUMPH 00010,AKKAS 11210,PAKKA 22222,,,,,,,,
PALAS,5,TARES 01002,ALMAH 11020,BANGS 01002,AALII 12200,PALAS 22222,,,,,,,,
PALAY,5,TARES 01000,LIANA 10101,GHYLL 00110,AAHED 12000,PALAY 22222,,,,,,,,
PALKI,5,TARES 02000,MINCY 01000,HALID 02210,ABACK 10001,PALKI 22222,,,,,,,,
PALLS,5,TARES 02002,CLINK 01000,WHUMP 00001,AALII 02100,PALLS 22222,,,,,,,,
PALPI,5,TARES 02000,MINCY 01000,HALID 02210,ABACK 10000,PALPI 22222,,,,,,,,
PALPS,5,TARES 02002,CLINK 01000,WHUMP 00001,AALII 02200,PALPS 22222,,,,,,,,
PANAX,5,TARES 01000,LIANA 00111,ADMAN 10021,BACHA 01000,PANAX 22222,,,,,,,,
PANDS,5,TARES 02002,CLINK 00010,FUDGY 00100,BUMPH 00010,PANDS 22222,,,,,,,,
PANDY,5,TARES 02000,MINCY 00202,KHADI 00120,ABAMP 10001,PANDY 22222,,,,,,,,
PANGA,5,TARES 01000,LIANA 00112,GUNNY 10200,FLIMP 00001,PANGA 22222,,,,,,,,
PANGS,5,TARES 02002,CLINK 00010,FUDGY 00020,BUMPH 00010,PANGS 22222,,,,,,,,
PANNE,5,TARES 02010,CHILD 00000,MUNGE 00102,ANANA 11020,PANNE 22222,,,,,,,,
PAOLI,5,TARES 02000,MINCY 01000,HALID 02110,ABAMP 10001,PAOLI 22222,,,,,,,,
PAOLO,5,TARES 02000,MINCY 00000,BELOW 00110,ABMHO 10001,PAOLO 22222,,,,,,,,
PAPAL,5,TARES 01000,LIANA 10101,GHYLL 00002,ABACK 10100,PAPAL 22222,,,,,,,,
PAPAS,5,TARES 01002,ALMAH 10020,PUNKY 10000,ABACA 10100,PAPAS 22222,,,,,,,,
PAPAW,5,TARES 01000,LIANA 00101,DUMPY 00010,ABLOW 10002,PAPAW 22222,,,,,,,,
PAPER,5,TARES 02120,GLYPH 00010,CAPER 02122,ADVEW 10020,PAPER 22222,,,,,,,,
PAPPY,5,TARES 02000,MINCY 00002,BLUDE 00000,GAPPY 02122,PAPPY 22222,,,,,,,,
PARDS,5,TARES 02202,BLIND 00001,DAYCH 12000,AWFUL 10000,PARDS 22222,,,,,,,,
PARRA,5,TARES 01100,LIANA 00102,BARRA 02222,ABAMP 10101,PARRA 22222,,,,,,,,
PARRS,5,TARES 02102,RUING 10000,COMBY 00000,ABACK 10000,PARRS 22222,,,,,,,,
PATCH,5,TARES 12000,NITTY 00200,GULCH 00022,ABAMP 10001,PATCH 22222,,,,,,,,
PATER,5,TARES 12120,DOMAL 00010,CWTCH 00200,AGAPE 10011,PATER 22222,,,,,,,,
PATES,5,TARES 12022,CHYND 00000,BEFOG 01000,ABAMP 10001,PATES 22222,,,,,,,,
PAVED,5,TARES 02020,LOWND 00002,CAMPY 02010,GAVEL 02220,PAVED 22222,,,,,,,,
PAVER,5,TARES 02120,GLYPH 00010,CAPER 02122,ADVEW 10220,PAVER 22222,,,,,,,,
PAVID,5,TARES 02000,MINCY 01000,HALID 02022,ADVEW 11200,PAVID 22222,,,,,,,,
PAWAS,5,TARES 01002,ALMAH 10020,PUNKY 20000,ABACA 10100,PAWAS 22222,,,,,,,,
PAWAW,5,TARES 01000,LIANA 00101,DUMPY 00010,ABLOW 10001,PAWAW 22222,,,,,,,,
PAWER,5,TARES 02120,GLYPH 00010,CAPER 02122,ADVEW 10021,PAWER 22222,,,,,,,,
PAWKY,5,TARES 02000,MINCY 00002,BLUDE 00000,GAPPY 02102,PAWKY 22222,,,,,,,,
PAXES,5,TARES 02022,LYMPH 00010,GIPON 00100,CALIX 02001,PAXES 22222,,,,,,,,
PEAGE,5,TARES 01010,ALAND 00200,PECKE 22002,AARGH 10020,PEAGE 22222,,,,,,,,
PEAGS,5,TARES 01012,LEMAN 02010,PUDDY 20000,AARGH 10020,PEAGS 22222,,,,,,,,
PEAKS,5,TARES 01012,LEMAN 02010,PUDDY 20000,AARGH 10000,PEAKS 22222,,,,,,,,
PEARS,5,TARES 01112,GNARL 00220,BAWDY 01000,AHEAP 10101,PEARS 22222,,,,,,,,
PEATS,5,TARES 11012,BEGAN 02010,FILTH 00020,ABAMP 00201,PEATS 22222,,,,,,,,
PEAZE,5,TARES 01010,ALAND 00200,PECKE 22002,AARGH 10000,PEAZE 22222,,,,,,,,
PECAN,5,TARES 01010,ALAND 10010,GENOA 02101,ABACA 10010,PECAN 22222,,,,,,,,
PEDES,5,TARES 00012,NEELD 01001,BIDDY 00200,ABACA 00000,PEDES 22222,,,,,,,,
PEDIS,5,TARES 00012,NEELD 02001,DOMIC 10020,ABAMP 00001,PEDIS 22222,,,,,,,,
PEELS,5,TARES 00012,NEELD 02220,CHAWK 00000,AFLAJ 00100,PEELS 22222,,,,,,,,
PEERS,5,TARES 00112,BEEDI 02200,FLANK 00000,JIMPY 00010,PEERS 22222,,,,,,,,
PEERY,5,TARES 00110,DEICE 01000,FONLY 00002,APEEK 01100,PEERY 22222,,,,,,,,
PEEVE,5,TARES 00010,LEONE 01002,PUDIC 20000,ABCEE 00011,PEEVE 22222,,,,,,,,
PEIZE,5,TARES 00010,LEONE 02002,CEBID 01010,ABAMP 00001,PEIZE 22222,,,,,,,,
PEKAN,5,TARES 01010,ALAND 10010,GENOA 02101,ABACA 10000,PEKAN 22222,,,,,,,,
PEKES,5,TARES 00012,NEELD 01000,MOCHY 00000,KAZIS 10002,PEKES 22222,,,,,,,,
PELAU,5,TARES 01010,ALAND 11000,CELLA 02201,BACCY 01000,PELAU 22222,,,,,,,,
PELES,5,TARES 00012,NEELD 01010,GALVO 00200,AAHED 00010,PELES 22222,,,,,,,,
PELFS,5,TARES 00012,NEELD 02010,MILKY 00200,ABHOR 00000,PELFS 22222,,,,,,,,
PELMA,5,TARES 01010,ALAND 11000,CELLA 02202,ABAMP 10021,PELMA 22222,,,,,,,,
PENED,5,TARES 00010,LEONE 01010,DUMKY 10000,ABAMP 00001,PENED 22222,,,,,,,,
PENES,5,TARES 00012,NEELD 11000,BOING 00010,ABAMP 00001,PENES 22222,,,,,,,,
PENNA,5,TARES 01010,ALAND 10010,GENOA 02102,AAHED 10010,PENNA 22222,,,,,,,,
PERES,5,TARES 00212,KEMBO 01000,ECHED 10020,FLAGS 00002,PERES 22222,,,,,,,,
PERIS,5,TARES 00212,KEMBO 02000,DUNCH 00000,ALIVE 00101,PERIS 22222,,,,,,,,
PERKS,5,TARES 00212,KEMBO 12000,BUNJY 00000,ABAMP 00001,PERKS 22222,,,,,,,,
PERMS,5,TARES 00212,KEMBO 02100,CHILD 00000,AGAPE 00011,PERMS 22222,,,,,,,,
PERNS,5,TARES 00212,KEMBO 02000,DUNCH 00100,ABAFT 00000,PERNS 22222,,,,,,,,
PEROG,5,TARES 00210,DEICE 02000,PLONK 20100,AARGH 00210,PEROG 22222,,,,,,,,
PERPS,5,TARES 00212,KEMBO 02000,DUNCH 00000,ALIVE 00001,PERPS 22222,,,,,,,,
PERVE,5,TARES 00210,DEICE 02002,MANGY 00000,APEAK 01100,PERVE 22222,,,,,,,,
PERVO,5,TARES 00210,DEICE 02000,PLONK 20100,AARGH 00200,PERVO 22222,,,,,,,,
PERVS,5,TARES 00212,KEMBO 02000,DUNCH 00000,ALIVE 00021,PERVS 22222,,,,,,,,
PETIT,5,TARES 10010,LEONE 02000,MUCID 00020,ADAPT 00011,PETIT 22222,,,,,,,,
PETTY,5,TARES 10010,LEONE 02000,MUCID 00000,BHAJI 00000,PETTY 22222,,,,,,,,
PEWEE,5,TARES 00010,LEONE 01002,PUDIC 20000,ABCEE 00012,PEWEE 22222,,,,,,,,
PEWIT,5,TARES 10010,LEONE 02000,MUCID 00020,ADAPT 00012,PEWIT 22222,,,,,,,,
PHANG,5,TARES 01000,LIANA 00220,WACKO 01000,ABACA 00200,PHANG 22222,,,,,,,,
PHARE,5,TARES 01110,DRERE 00022,AWFUL 10000,ABACA 00200,PHARE 22222,,,,,,,,
PHARM,5,TARES 01100,LIANA 00200,CHORD 02020,ABAFT 00200,PHARM 22222,,,,,,,,
PHEER,5,TARES 00110,DEICE 01001,EMBER 10022,ADULT 00000,PHEER 22222,,,,,,,,
PHEON,5,TARES 00010,LEONE 01110,DJINN 00002,ABAFT 00000,PHEON 22222,,,,,,,,
PHIAL,5,TARES 01000,LIANA 11100,ALDOL 10002,AAHED 10100,PHIAL 22222,,,,,,,,
PHISH,5,TARES 00001,SOILS 10200,KNISH 00221,ABAMP 00001,PHISH 22222,,,,,,,,
PHONO,5,TARES 00000,COLIN 01001,GUNKY 00100,AAHED 00100,PHONO 22222,,,,,,,,
PHONY,5,TARES 00000,COLIN 01001,GUNKY 00102,AAHED 00100,PHONY 22222,,,,,,,,
PHYLE,5,TARES 00010,LEONE 10002,BUILD 00020,ACCAS 00000,PHYLE 22222,,,,,,,,
PIANS,5,TARES 01002,ALMAH 10000,KYANG 00220,AAHED 10000,PIANS 22222,,,,,,,,
PICCY,5,TARES 00000,COLIN 10010,DUMKY 00002,ABAMP 00001,PICCY 22222,,,,,,,,
PICKS,5,TARES 00002,LOUND 00000,WIMPY 02010,ABACA 00010,PICKS 22222,,,,,,,,
PICKY,5,TARES 00000,COLIN 10010,DUMKY 00022,ABAMP 00001,PICKY 22222,,,,,,,,
PIERS,5,TARES 00112,BEEDI 00201,CLERK 00220,FAUVE 00001,PIERS 22222,,,,,,,,
PIGGY,5,TARES 00000,COLIN 00010,DUMPY 00012,GHAZI 10001,PIGGY 22222,,,,,,,,
PIKED,5,TARES 00020,LOUND 00002,PIGMY 22000,ABACK 00001,PIKED 22222,,,,,,,,
PIKEY,5,TARES 00020,LOUND 00000,BIFFY 02002,ABACK 00001,PIKEY 22222,,,,,,,,
PIKIS,5,TARES 00002,LOUND 00000,WIMPY 01010,ABACK 00001,PIKIS 22222,,,,,,,,
PIKUL,5,TARES 00000,COLIN 00110,BULLY 01100,ALACK 01001,PIKUL 22222,,,,,,,,
PILAE,5,TARES 01010,ALAND 11000,CELLA 01201,AALII 10210,PILAE 22222,,,,,,,,
PILAF,5,TARES 01000,LIANA 12100,PUBCO 20000,ABAFT 10010,PILAF 22222,,,,,,,,
PILAW,5,TARES 01000,LIANA 12100,PUBCO 20000,ABAFT 10000,PILAW 22222,,,,,,,,
PILIS,5,TARES 00002,LOUND 10000,FILMY 01200,ABAMP 00001,PILIS 22222,,,,,,,,
PILUS,5,TARES 00002,LOUND 10100,GULPH 01210,AALII 00210,PILUS 22222,,,,,,,,
PINED,5,TARES 00020,LOUND 00012,VINEW 02220,ABAMP 00001,PINED 22222,,,,,,,,
PINGS,5,TARES 00002,LOUND 00010,GINKS 12202,BUMPH 00010,PINGS 22222,,,,,,,,
PINKO,5,TARES 00000,COLIN 01011,GUIMP 00101,ABOON 00101,PINKO 22222,,,,,,,,
PINKS,5,TARES 00002,LOUND 00010,GINKS 02222,ABAMP 00001,PINKS 22222,,,,,,,,
PINNY,5,TARES 00000,COLIN 00011,DUNNY 00222,BUMPH 00010,PINNY 22222,,,,,,,,
PINON,5,TARES 00000,COLIN 01011,GUIMP 00101,ABOON 00021,PINON 22222,,,,,,,,
PINTS,5,TARES 10002,COLIN 00011,BIRTH 02020,AMPED 00100,PINTS 22222,,,,,,,,
PIONY,5,TARES 00000,COLIN 01011,GUIMP 00101,ABOON 00201,PIONY 22222,,,,,,,,
PIOUS,5,TARES 00002,LOUND 01100,BLOOK 00200,AALII 00010,PIOUS 22222,,,,,,,,
PIOYS,5,TARES 00002,LOUND 01000,CHOOM 00200,AARGH 00000,PIOYS 22222,,,,,,,,
PIPED,5,TARES 00020,LOUND 00002,PIGMY 12000,ABLOW 00000,PIPED 22222,,,,,,,,
PIPES,5,TARES 00022,DOLCI 00001,PINKY 12000,ABLOW 00000,PIPES 22222,,,,,,,,
PIPIS,5,TARES 00002,LOUND 00000,WIMPY 01010,ABACK 00000,PIPIS 22222,,,,,,,,
PIPPY,5,TARES 00000,COLIN 00010,DUMPY 00012,GHAZI 00001,PIPPY 22222,,,,,,,,
PIPUL,5,TARES 00000,COLIN 00110,BULLY 01100,ALACK 01000,PIPUL 22222,,,,,,,,
PISCO,5,TARES 00001,SOILS 11100,MISDO 02202,ABACA 00020,PISCO 22222,,,,,,,,
PISKY,5,TARES 00001,SOILS 10100,DISHY 02202,ABACK 00001,PISKY 22222,,,,,,,,
PITHS,5,TARES 10002,COLIN 00010,DITTO 02200,APEAK 01000,PITHS 22222,,,,,,,,
PITHY,5,TARES 10000,COUNT 00001,WITTY 02202,AAHED 00100,PITHY 22222,,,,,,,,
PIVOT,5,TARES 10000,COUNT 01002,GIBLI 02000,AAHED 00000,PIVOT 22222,,,,,,,,
PIXES,5,TARES 00022,DOLCI 00001,PINKY 22000,ABUZZ 00000,PIXES 22222,,,,,,,,
PIXIE,5,TARES 00010,LEONE 00002,GUIMP 00101,AALII 00010,PIXIE 22222,,,,,,,,
PIZED,5,TARES 00020,LOUND 00002,PIGMY 22000,ABACK 00000,PIZED 22222,,,,,,,,
PIZES,5,TARES 00022,DOLCI 00001,PINKY 22000,ABUZZ 00010,PIZES 22222,,,,,,,,
PIZZA,5,TARES 01000,LIANA 02002,BAKED 01000,ACING 10100,PIZZA 22222,,,,,,,,
PLACE,5,TARES 01010,ALAND 02200,GAMIC 01001,ABACA 00220,PLACE 22222,,,,,,,,
PLACK,5,TARES 01000,LIANA 10200,FLUKY 02010,ABACA 00220,PLACK 22222,,,,,,,,
PLANK,5,TARES 01000,LIANA 10220,BLACK 02202,ABAFT 00200,PLANK 22222,,,,,,,,
PLANS,5,TARES 01002,ALMAH 12000,BUNGY 00100,APACE 01200,PLANS 22222,,,,,,,,
PLAYA,5,TARES 01000,LIANA 10202,CLOMP 02001,ABAYA 00222,PLAYA 22222,,,,,,,,
PLAYS,5,TARES 01002,ALMAH 12000,BUNGY 00001,APACE 01200,PLAYS 22222,,,,,,,,
PLAZA,5,TARES 01000,LIANA 10202,CLOMP 02001,ABAYA 00202,PLAZA 22222,,,,,,,,
PLEBS,5,TARES 00012,NEELD 00210,YOGIC 00000,ABAMP 01001,PLEBS 22222,,,,,,,,
PLESH,5,TARES 00011,SEINE 11000,SLEDS 12200,ABAFT 00000,PLESH 22222,,,,,,,,
PLEWS,5,TARES 00012,NEELD 00210,YOGIC 00000,ABAMP 00001,PLEWS 22222,,,,,,,,
PLIMS,5,TARES 00002,LOUND 10000,FILMY 01120,AARGH 00000,PLIMS 22222,,,,,,,,
PLING,5,TARES 00000,COLIN 00111,BINGY 01110,ABAFT 00000,PLING 22222,,,,,,,,
PLINK,5,TARES 00000,COLIN 00111,BINGY 01100,AHEAP 00001,PLINK 22222,,,,,,,,
PLODS,5,TARES 00002,LOUND 11001,DHOLE 10210,ABACA 00000,PLODS 22222,,,,,,,,
PLONG,5,TARES 00000,COLIN 01101,BLACK 02000,ABAFT 00000,PLONG 22222,,,,,,,,
PLOOK,5,TARES 00000,COLIN 01100,GOOKY 01210,ABACK 00002,PLOOK 22222,,,,,,,,
PLOPS,5,TARES 00002,LOUND 11000,BOOGY 00200,CIPPI 00120,PLOPS 22222,,,,,,,,
PLOWS,5,TARES 00002,LOUND 11000,BOOGY 00200,CIPPI 00100,PLOWS 22222,,,,,,,,
PLOYS,5,TARES 00002,LOUND 11000,BOOGY 00201,ABACA 00000,PLOYS 22222,,,,,,,,
PLUES,5,TARES 00022,DOLCI 00100,BRUNG 00200,ABAFT 00000,PLUES 22222,,,,,,,,
PLUME,5,TARES 00010,LEONE 10002,BUILD 01010,FLIMP 02021,PLUME 22222,,,,,,,,
PLUMP,5,TARES 00000,COLIN 00100,BUMPH 01110,APOOP 01002,PLUMP 22222,,,,,,,,
PLUMY,5,TARES 00000,COLIN 00100,BUMPH 01110,APOOP 01000,PLUMY 22222,,,,,,,,
POACH,5,TARES 01000,LIANA 00200,CHOWK 11100,ABACA 00220,POACH 22222,,,,,,,,
PODAL,5,TARES 01000,LIANA 10100,COMAL 02022,AGUED 10001,PODAL 22222,,,,,,,,
PODDY,5,TARES 00000,COLIN 02000,BUMPH 00010,ADZED 01001,PODDY 22222,,,,,,,,
PODEX,5,TARES 00020,LOUND 02001,CAMPY 00010,ADDAX 00202,PODEX 22222,,,,,,,,
PODGE,5,TARES 00010,LEONE 00102,COMBI 02000,PLUGS 20020,PODGE 22222,,,,,,,,
PODGY,5,TARES 00000,COLIN 02000,BUMPH 00010,ADZED 01000,PODGY 22222,,,,,,,,
POEPS,5,TARES 00012,NEELD 00200,COMFY 02000,ABACA 00000,POEPS 22222,,,,,,,,
POETS,5,TARES 10012,LENTI 01020,WEEDY 00200,ABACK 00000,POETS 22222,,,,,,,,
POGGE,5,TARES 00010,LEONE 00102,COMBI 02000,PLUGS 20010,POGGE 22222,,,,,,,,
POGOS,5,TARES 00002,LOUND 01000,CHOOM 00120,BAGGY 00200,POGOS 22222,,,,,,,,
POKAL,5,TARES 01000,LIANA 10100,COMAL 02022,AGUED 10000,POKAL 22222,,,,,,,,
POKED,5,TARES 00020,LOUND 02002,PSYCH 20000,ABACK 00001,POKED 22222,,,,,,,,
POKES,5,TARES 00022,DOLCI 02000,NYMPH 00010,KEXES 10022,POKES 22222,,,,,,,,
POLAR,5,TARES 01100,LIANA 10100,MOGUL 02001,ABAMP 10001,POLAR 22222,,,,,,,,
POLES,5,TARES 00022,DOLCI 02200,BHANG 00000,JIMPY 00010,POLES 22222,,,,,,,,
POLEY,5,TARES 00020,LOUND 12000,CHEVY 00102,ABAFT 00000,POLEY 22222,,,,,,,,
POLJE,5,TARES 00010,LEONE 10102,GODLY 02010,AJIVA 01000,POLJE 22222,,,,,,,,
POLKA,5,TARES 01000,LIANA 10002,MOLLY 02200,ABACK 10001,POLKA 22222,,,,,,,,
POLKS,5,TARES 00002,LOUND 12000,FILMY 00200,ALEPH 01010,POLKS 22222,,,,,,,,
POLLS,5,TARES 00002,LOUND 12000,FILMY 00100,CHELP 00011,POLLS 22222,,,,,,,,
POLLY,5,TARES 00000,COLIN 02100,WEDGY 00002,LYMPH 11010,POLLY 22222,,,,,,,,
POLYS,5,TARES 00002,LOUND 12000,FILMY 00201,ABACK 00000,POLYS 22222,,,,,,,,
POMMY,5,TARES 00000,COLIN 02000,BUMPH 00110,AMMAN 01200,POMMY 22222,,,,,,,,
POMOS,5,TARES 00002,LOUND 01000,CHOOM 00121,MUJIK 10000,POMOS 22222,,,,,,,,
POMPS,5,TARES 00002,LOUND 02000,CHIMB 00010,ABAYA 00000,POMPS 22222,,,,,,,,
PONDS,5,TARES 00002,LOUND 02011,BAGHS 00002,ABAFT 00000,PONDS 22222,,,,,,,,
PONEY,5,TARES 00020,LOUND 02010,MUNCH 00200,ABAFT 00000,PONEY 22222,,,,,,,,
PONGO,5,TARES 00000,COLIN 01001,GUNKY 10200,ABAMP 00001,PONGO 22222,,,,,,,,
PONGS,5,TARES 00002,LOUND 02010,BINGY 00220,BUMPH 00010,PONGS 22222,,,,,,,,
PONKS,5,TARES 00002,LOUND 02010,BINGY 00200,CHAMP 00001,PONKS 22222,,,,,,,,
POOCH,5,TARES 00000,COLIN 11000,YUCCH 00022,ABAMP 00001,POOCH 22222,,,,,,,,
POOFS,5,TARES 00002,LOUND 01000,CHOOM 00100,PAWKY 20000,POOFS 22222,,,,,,,,
POOFY,5,TARES 00000,COLIN 01000,BUMPY 00012,FAUVE 10000,POOFY 22222,,,,,,,,
POOHS,5,TARES 00002,LOUND 01000,CHOOM 01100,HOPAK 11100,POOHS 22222,,,,,,,,
POOKS,5,TARES 00002,LOUND 01000,CHOOM 00100,PAWKY 20020,POOKS 22222,,,,,,,,
POOLS,5,TARES 00002,LOUND 11000,BOOGY 02200,CAMPI 00010,POOLS 22222,,,,,,,,
POOPY,5,TARES 00000,COLIN 01000,BUMPY 00012,FAUVE 00000,POOPY 22222,,,,,,,,
POOTS,5,TARES 10002,COLIN 01000,BOOTH 02220,ABAMP 00001,POOTS 22222,,,,,,,,
POOVE,5,TARES 00010,LEONE 00102,COMBI 01000,ABMHO 00001,POOVE 22222,,,,,,,,
POOVY,5,TARES 00000,COLIN 01000,BUMPY 00012,FAUVE 00020,POOVY 22222,,,,,,,,
POPES,5,TARES 00022,DOLCI 02000,NYMPH 00010,KEXES 00022,POPES 22222,,,,,,,,
POPPA,5,TARES 01000,LIANA 00002,POCKY 12000,AGAZE 10000,POPPA 22222,,,,,,,,
POPPY,5,TARES 00000,COLIN 02000,BUMPH 00010,ADZED 00000,POPPY 22222,,,,,,,,
POPSY,5,TARES 00001,SOILS 12000,BUMPY 00012,ABACA 00000,POPSY 22222,,,,,,,,
PORAL,5,TARES 01200,ABOMA 10100,CHILL 00002,AARGH 10200,PORAL 22222,,,,,,,,
PORGY,5,TARES 00200,COLIN 02000,DAMPY 00012,AARGH 00220,PORGY 22222,,,,,,,,
PORKS,5,TARES 00202,BOINK 02001,DUCHY 00000,AWFUL 00000,PORKS 22222,,,,,,,,
PORKY,5,TARES 00200,COLIN 02000,DAMPY 00012,AARGH 00200,PORKY 22222,,,,,,,,
POSED,5,TARES 00021,SOILS 12000,CHYND 00002,ABAMP 00001,POSED 22222,,,,,,,,
POSEY,5,TARES 00021,SOILS 12000,CHYND 00100,ABAMP 00001,POSEY 22222,,,,,,,,
POSTS,5,TARES 10001,SHOUT 10101,COMPO 02010,AARTI 00020,POSTS 22222,,,,,,,,
POTCH,5,TARES 10000,COUNT 12001,BOUGH 02002,ABACK 00020,POTCH 22222,,,,,,,,
POTES,5,TARES 10022,CIBOL 00010,ADMAN 00000,APTED 01220,POTES 22222,,,,,,,,
POTSY,5,TARES 10001,SHOUT 10101,COMPO 02010,AARTI 00010,POTSY 22222,,,,,,,,
POUFS,5,TARES 00002,LOUND 02200,GLYPH 00010,ABACK 00000,POUFS 22222,,,,,,,,
POUKE,5,TARES 00010,LEONE 00102,COMBI 02000,PLUGS 20200,POUKE 22222,,,,,,,,
POUKS,5,TARES 00002,LOUND 02200,GLYPH 00010,ABACK 00001,POUKS 22222,,,,,,,,
POULE,5,TARES 00010,LEONE 10102,GODLY 02020,BLIMP 01001,POULE 22222,,,,,,,,
POULP,5,TARES 00000,COLIN 02100,WEDGY 00000,ABAMP 00001,POULP 22222,,,,,,,,
POUPE,5,TARES 00010,LEONE 00102,COMBI 02000,PLUGS 10200,POUPE 22222,,,,,,,,
POWAN,5,TARES 01000,LIANA 00110,WOMYN 12002,ACING 10010,POWAN 22222,,,,,,,,
POWRE,5,TARES 00110,DEICE 00002,BOURG 02020,AAHED 00010,POWRE 22222,,,,,,,,
POXED,5,TARES 00020,LOUND 02002,PSYCH 20000,ABACK 00000,POXED 22222,,,,,,,,
POXES,5,TARES 00022,DOLCI 02000,NYMPH 00010,KEXES 00222,POXES 22222,,,,,,,,
POZZY,5,TARES 00000,COLIN 02000,BUMPH 00010,ADZED 00100,POZZY 22222,,,,,,,,
PRAAM,5,TARES 01100,LIANA 00100,BOURD 00010,AAHED 11000,PRAAM 22222,,,,,,,,
PRAHU,5,TARES 01100,LIANA 00200,CHORD 01010,AARGH 10101,PRAHU 22222,,,,,,,,
PRAMS,5,TARES 01102,BRAID 02200,PONGY 20000,ABAMP 00221,PRAMS 22222,,,,,,,,
PRAUS,5,TARES 01102,BRAID 02200,PONGY 20000,ABAMP 00201,PRAUS 22222,,,,,,,,
PRAWN,5,TARES 01100,LIANA 00210,BEGUM 00000,AAHED 10000,PRAWN 22222,,,,,,,,
PREED,5,TARES 00110,DEICE 11001,GRAND 02002,ABAFT 00000,PREED 22222,,,,,,,,
PREEN,5,TARES 00110,DEICE 01001,EMBER 10021,AKING 00010,PREEN 22222,,,,,,,,
PREES,5,TARES 00112,BEEDI 01200,GAWCY 00000,APEEK 01220,PREES 22222,,,,,,,,
PREMS,5,TARES 00112,BEEDI 00200,PONGY 20000,ABAMP 00021,PREMS 22222,,,,,,,,
PREON,5,TARES 00110,DEICE 01000,FONLY 01100,ABAMP 00001,PREON 22222,,,,,,,,
PREOP,5,TARES 00110,DEICE 01000,FONLY 01000,BROGH 02100,PREOP 22222,,,,,,,,
PREPS,5,TARES 00112,BEEDI 00200,PONGY 10000,ABACA 00000,PREPS 22222,,,,,,,,
PREVE,5,TARES 00110,DEICE 01002,BREEM 02100,AGAVE 00021,PREVE 22222,,,,,,,,
