booze,4,roate 01002,clons 00100,aahed 00010,booze 22222,,,,,
alpha,4,roate 00100,nails 01010,abeam 10000,alpha 22222,,,,,
doubt,4,roate 02010,mucin 01000,aahed 00001,doubt 22222,,,,,
parer,4,roate 10101,malar 02001,apace 11001,parer 22222,,,,,
alike,4,roate 00102,salmi 01101,agave 20002,alike 22222,,,,,
saint,4,roate 00110,tinct 01102,afars 10001,saint 22222,,,,,
glory,4,roate 11000,croon 01200,acyls 00110,glory 22222,,,,,
admit,4,roate 00110,tinct 01002,abamp 20010,admit 22222,,,,,
brisk,4,roate 10000,sculk 10002,abaca 01000,brisk 22222,,,,,
soggy,4,roate 02000,bludy 00002,agism 01010,soggy 22222,,,,,
usurp,4,roate 10000,sculk 10100,aalii 00000,usurp 22222,,,,,
scald,4,roate 00200,spick 20010,aahed 10002,scald 22222,,,,,
leave,4,roate 00201,heels 01010,aalii 10100,leave 22222,,,,,
sting,4,roate 00010,knish 01210,aargh 00010,sting 22222,,,,,
dandy,4,roate 00100,nails 12000,cundy 00212,dandy 22222,,,,,
enjoy,4,roate 01001,leben 01001,advew 00010,enjoy 22222,,,,,
valid,4,roate 00100,nails 02110,aahed 02002,valid 22222,,,,,
ionic,4,roate 02000,bludy 00000,acmic 00012,ionic 22222,,,,,
equal,4,roate 00101,nebel 01002,aahed 10010,equal 22222,,,,,
unset,4,roate 00011,seeld 11000,abuna 00110,unset 22222,,,,,
spade,4,roate 00202,plums 10001,aahed 10011,spade 22222,,,,,
stein,4,roate 00011,seeld 20200,acing 00110,stein 22222,,,,,
exist,4,roate 00011,seeld 11000,abuna 00000,exist 22222,,,,,
denim,4,roate 00001,lenes 02200,abaca 00000,denim 22222,,,,,
grove,4,roate 11002,phons 00200,befog 01011,grove 22222,,,,,
fault,4,roate 00110,tinct 00002,calfs 02110,fault 22222,,,,,
foggy,4,roate 02000,bludy 00002,agism 01000,foggy 22222,,,,,
flout,4,roate 01010,spoot 00202,abaca 00000,flout 22222,,,,,
carry,4,roate 10100,amias 10000,carap 22100,carry 22222,,,,,
sneak,4,roate 00101,nebel 11000,aahed 10010,sneak 22222,,,,,
libel,4,roate 00001,lenes 10020,admix 00010,libel 22222,,,,,
aptly,4,roate 00110,tinct 10000,abamp 20001,aptly 22222,,,,,
inept,4,roate 00011,seeld 00200,aahed 00010,inept 22222,,,,,
aloud,4,roate 01100,nicol 00011,advew 21000,aloud 22222,,,,,
dream,4,roate 10101,malar 10021,aahed 10011,dream 22222,,,,,
there,4,roate 10011,serer 01110,abcee 00012,there 22222,,,,,
pooch,4,roate 01000,blins 00000,dawah 00002,pooch 22222,,,,,
hippy,4,roate 00000,clips 00110,agrin 00010,hippy 22222,,,,,
spell,4,roate 00001,lenes 11001,bumph 00010,spell 22222,,,,,
folly,4,roate 02000,bludy 01002,faugh 20000,folly 22222,,,,,
gulch,4,roate 00000,clips 11000,agley 01200,gulch 22222,,,,,
vault,4,roate 00110,tinct 00002,calfs 02100,vault 22222,,,,,
godly,4,roate 02000,bludy 01012,aargh 00010,godly 22222,,,,,
fleet,4,roate 00011,seeld 01210,abaca 00000,fleet 22222,,,,,
grave,4,roate 10202,clags 00210,paved 01110,grave 22222,,,,,
inane,4,roate 00202,plums 00000,abaci 00201,inane 22222,,,,,
shock,4,roate 01000,blins 00001,chowk 12202,shock 22222,,,,,
crave,4,roate 10202,clags 20200,avant 01200,crave 22222,,,,,
valve,4,roate 00102,salmi 02200,ahull 10010,valve 22222,,,,,
skimp,4,roate 00000,clips 00211,abaka 00010,skimp 22222,,,,,
claim,4,roate 00200,spick 00110,aahed 10000,claim 22222,,,,,
musty,4,roate 00020,linds 00001,aargh 00000,musty 22222,,,,,
pique,4,roate 00002,pling 20100,abuna 00100,pique 22222,,,,,
aging,4,roate 00100,nails 11200,acing 20221,aging 22222,,,,,
avert,4,roate 10111,talea 11010,aargh 20100,avert 22222,,,,,
mulch,4,roate 00000,clips 11000,agley 00200,mulch 22222,,,,,
incur,4,roate 10000,sculk 01100,aarti 00101,incur 22222,,,,,
wrest,4,roate 10011,serer 11100,abaca 00000,wrest 22222,,,,,
mocha,4,roate 02100,nidal 00010,aahed 10100,mocha 22222,,,,,
deter,4,roate 10011,serer 02022,aahed 00011,deter 22222,,,,,
study,4,roate 00010,knish 00010,abysm 00110,study 22222,,,,,
funny,4,roate 00000,clips 00000,bandh 00100,funny 22222,,,,,
smoke,4,roate 01002,clons 00201,apish 00010,smoke 22222,,,,,
mound,4,roate 02000,bludy 00210,hawms 00010,mound 22222,,,,,
undue,4,roate 00002,pling 00010,abaca 00000,undue 22222,,,,,
sedan,4,roate 00101,nebel 12000,abacs 10001,sedan 22222,,,,,
pagan,4,roate 00100,nails 11000,aargh 12010,pagan 22222,,,,,
swine,4,roate 00002,pling 00220,abash 00010,swine 22222,,,,,
gusty,4,roate 00020,linds 00001,aargh 00010,gusty 22222,,,,,
equip,4,roate 00001,lenes 01000,dicky 01000,equip 22222,,,,,
tough,4,roate 02010,mucin 01000,aahed 00100,tough 22222,,,,,
human,4,roate 00100,nails 11000,aargh 10001,human 22222,,,,,
udder,4,roate 10001,seder 00122,adunc 01100,udder 22222,,,,,
lunch,4,roate 00000,clips 11000,agley 00100,lunch 22222,,,,,
stray,4,roate 10110,palas 00021,abaya 10010,stray 22222,,,,,
manga,4,roate 00100,nails 11000,aargh 12020,manga 22222,,,,,
melee,4,roate 00001,lenes 11020,bumph 00100,melee 22222,,,,,
quick,4,roate 00000,clips 10200,aduki 00111,quick 22222,,,,,
paste,4,roate 00122,chubs 00001,abamp 10001,paste 22222,,,,,
given,4,roate 00001,lenes 00120,fidge 02011,given 22222,,,,,
groan,4,roate 11100,macon 01012,abohm 10200,groan 22222,,,,,
leaky,4,roate 00201,heels 02010,abaft 00200,leaky 22222,,,,,
grind,4,roate 10000,sculk 00000,awing 00221,grind 22222,,,,,
spilt,4,roate 00010,knish 00210,atilt 00222,spilt 22222,,,,,
apple,4,roate 00102,salmi 01100,acing 20000,apple 22222,,,,,
slack,4,roate 00200,spick 20022,almah 12000,slack 22222,,,,,
honey,4,roate 02001,maven 00021,abacs 00000,honey 22222,,,,,
final,4,roate 00100,nails 11110,aalii 10110,final 22222,,,,,
eerie,4,roate 10001,seder 01011,breme 01101,eerie 22222,,,,,
derby,4,roate 10001,seder 02101,abaci 01000,derby 22222,,,,,
spelt,4,roate 00011,seeld 20220,abamp 00001,spelt 22222,,,,,
erupt,4,roate 10011,serer 01100,acerb 00110,erupt 22222,,,,,
singe,4,roate 00002,pling 00111,abacs 00001,singe 22222,,,,,
price,4,roate 10002,dimps 01010,abaca 00020,price 22222,,,,,
fairy,4,roate 10100,amias 10200,ached 10000,fairy 22222,,,,,
stack,4,roate 00210,skint 21001,aalii 10000,stack 22222,,,,,
sleep,4,roate 00001,lenes 11021,abaka 00000,sleep 22222,,,,,
ardor,4,roate 11100,macon 01020,aband 20001,ardor 22222,,,,,
niece,4,roate 00001,lenes 01110,aalii 00010,niece 22222,,,,,
woozy,4,roate 01000,blins 00000,dawah 00100,woozy 22222,,,,,
handy,4,roate 00100,nails 12000,cundy 00222,handy 22222,,,,,
ditto,4,roate 01010,spoot 00101,aahed 00001,ditto 22222,,,,,
cream,4,roate 10101,malar 10021,aahed 10010,cream 22222,,,,,
usual,4,roate 00100,nails 01011,abaca 10000,usual 22222,,,,,
diode,4,roate 01002,clons 00200,aahed 00011,diode 22222,,,,,
valor,4,roate 11100,macon 02020,elves 01100,valor 22222,,,,,
angle,4,roate 00102,salmi 01100,acing 20011,angle 22222,,,,,
ninja,4,roate 00100,nails 11100,aalii 10010,ninja 22222,,,,,
chase,4,roate 00202,plums 00001,ached 11110,chase 22222,,,,,
shade,4,roate 00202,plums 00001,ached 10111,shade 22222,,,,,
diner,4,roate 10001,seder 00122,adunc 01010,diner 22222,,,,,
arson,4,roate 11100,macon 01022,aargh 20100,arson 22222,,,,,
onion,4,roate 01000,blins 00210,ablow 00010,onion 22222,,,,,
sleet,4,roate 00011,seeld 21210,abaft 00002,sleet 22222,,,,,
dowel,4,roate 02001,maven 00020,abamp 00000,dowel 22222,,,,,
couch,4,roate 02000,bludy 00200,piccy 00120,couch 22222,,,,,
palsy,4,roate 00100,nails 02011,aalii 02200,palsy 22222,,,,,
bowel,4,roate 02001,maven 00020,abamp 01000,bowel 22222,,,,,
smile,4,roate 00002,pling 01200,aahed 00010,smile 22222,,,,,
creek,4,roate 10001,seder 01021,arpen 02010,creek 22222,,,,,
lance,4,roate 00102,salmi 02100,abaca 10020,lance 22222,,,,,
idiot,4,roate 01010,spoot 00022,aband 00001,idiot 22222,,,,,
siren,4,roate 10001,seder 20021,adunc 00010,siren 22222,,,,,
built,4,roate 00010,knish 00200,begot 20002,built 22222,,,,,
embed,4,roate 00001,lenes 01020,aahed 00012,embed 22222,,,,,
award,4,roate 10100,amias 10000,carap 01110,award 22222,,,,,
dross,4,roate 11000,croon 02200,gilds 00011,dross 22222,,,,,
annul,4,roate 00100,nails 11010,abaca 20000,annul 22222,,,,,
frown,4,roate 11000,croon 02202,bifid 00100,frown 22222,,,,,
laden,4,roate 00101,nebel 10021,aahed 02021,laden 22222,,,,,
humid,4,roate 00000,clips 00100,dungy 12000,humid 22222,,,,,
lymph,4,roate 00000,clips 01020,aahed 00100,lymph 22222,,,,,
edify,4,roate 00001,lenes 01000,dicky 11002,edify 22222,,,,,
might,4,roate 00010,knish 00101,mulct 20002,might 22222,,,,,
visit,4,roate 00010,knish 00110,aalii 00010,visit 22222,,,,,
vapor,4,roate 11100,macon 02020,elves 00100,vapor 22222,,,,,
crock,4,roate 11000,croon 12200,abaca 00010,crock 22222,,,,,
sunny,4,roate 00000,clips 00001,hanky 00102,sunny 22222,,,,,
chaff,4,roate 00200,spick 00010,aahed 10100,chaff 22222,,,,,
slide,4,roate 00002,pling 02200,ached 00011,slide 22222,,,,,
queer,4,roate 10001,seder 01022,abaca 00000,queer 22222,,,,,
stamp,4,roate 00210,skint 20001,afald 00200,stamp 22222,,,,,
still,4,roate 00010,knish 00210,atilt 02210,still 22222,,,,,
aping,4,roate 00100,nails 11200,acing 20222,aping 22222,,,,,
pushy,4,roate 00000,clips 00011,aargh 00001,pushy 22222,,,,,
tamer,4,roate 10111,talea 22020,abamp 10010,tamer 22222,,,,,
hater,4,roate 10111,talea 12020,achar 10102,hater 22222,,,,,
mania,4,roate 00100,nails 11100,aalii 12020,mania 22222,,,,,
brawn,4,roate 10200,chins 00010,abamp 01200,brawn 22222,,,,,
swift,4,roate 00010,knish 00210,atilt 00202,swift 22222,,,,,
exile,4,roate 00001,lenes 11010,acids 00200,exile 22222,,,,,
birch,4,roate 10000,sculk 01000,aargh 00202,birch 22222,,,,,
lucky,4,roate 00000,clips 11000,agley 00102,lucky 22222,,,,,
freer,4,roate 10001,seder 01021,arpen 01010,freer 22222,,,,,
plier,4,roate 10001,seder 00022,filch 01100,plier 22222,,,,,
lunar,4,roate 10100,amias 00020,aband 10010,lunar 22222,,,,,
snare,4,roate 10202,clags 00201,adhan 10001,snare 22222,,,,,
nurse,4,roate 10002,dimps 00001,acing 00010,nurse 22222,,,,,
house,4,roate 02002,pilus 00011,aahed 00110,house 22222,,,,,
nicer,4,roate 10001,seder 00022,filch 02010,nicer 22222,,,,,
savvy,4,roate 00100,nails 02001,pussy 00102,savvy 22222,,,,,
inlay,4,roate 00100,nails 11110,aalii 10210,inlay 22222,,,,,
cress,4,roate 10001,seder 11001,aheap 00200,cress 22222,,,,,
elude,4,roate 00001,lenes 11010,acids 00020,elude 22222,,,,,
tenet,4,roate 00011,seeld 01000,bidet 00011,tenet 22222,,,,,
place,4,roate 00202,plums 22000,abaca 00220,place 22222,,,,,
lobby,4,roate 02000,bludy 11002,aband 01000,lobby 22222,,,,,
plush,4,roate 00000,clips 02011,aahed 00100,plush 22222,,,,,
vigil,4,roate 00000,clips 01100,baldy 00100,vigil 22222,,,,,
index,4,roate 00001,lenes 00120,fidge 01201,index 22222,,,,,
blink,4,roate 00000,clips 02200,abaka 01010,blink 22222,,,,,
qualm,4,roate 00200,spick 00000,abamp 00210,qualm 22222,,,,,
croup,4,roate 11000,croon 22200,abuts 00100,croup 22222,,,,,
clink,4,roate 00000,clips 22200,baken 00101,clink 22222,,,,,
juicy,4,roate 00000,clips 10200,aduki 00101,juicy 22222,,,,,
decay,4,roate 00101,nebel 02000,abrim 10000,decay 22222,,,,,
nerve,4,roate 10001,seder 01001,civvy 00020,nerve 22222,,,,,
flier,4,roate 10001,seder 00022,filch 21100,flier 22222,,,,,
shaft,4,roate 00210,skint 20002,aalii 10000,shaft 22222,,,,,
clean,4,roate 00101,nebel 11001,aargh 10000,clean 22222,,,,,
china,4,roate 00100,nails 11200,acing 11220,china 22222,,,,,
snuck,4,roate 00000,clips 10001,aahed 00000,snuck 22222,,,,,
icing,4,roate 00000,clips 10100,acmic 02010,icing 22222,,,,,
spiny,4,roate 00000,clips 00211,abaka 00000,spiny 22222,,,,,
rigor,4,roate 11000,croon 01020,firer 02102,rigor 22222,,,,,
snail,4,roate 00200,spick 20100,aboil 10022,snail 22222,,,,,
flown,4,roate 01000,blins 02010,abaca 00000,flown 22222,,,,,
poppy,4,roate 02000,bludy 00002,agism 00000,poppy 22222,,,,,
budge,4,roate 00002,pling 00001,bifid 20001,budge 22222,,,,,
dowdy,4,roate 02000,bludy 00012,acing 00000,dowdy 22222,,,,,
quell,4,roate 00001,lenes 11000,delly 01120,quell 22222,,,,,
dumpy,4,roate 00000,clips 00020,acidy 00012,dumpy 22222,,,,,
paler,4,roate 10101,malar 02202,abaca 10000,paler 22222,,,,,
swore,4,roate 11002,phons 00201,abaca 00000,swore 22222,,,,,
rebar,4,roate 10101,malar 00021,backs 11000,rebar 22222,,,,,
scuba,4,roate 00100,nails 01001,abeam 11000,scuba 22222,,,,,
splat,4,roate 00110,tinct 00002,calfs 01201,splat 22222,,,,,
flyer,4,roate 10001,seder 00022,filch 20100,flyer 22222,,,,,
horny,4,roate 12000,curds 00200,aargh 00201,horny 22222,,,,,
mason,4,roate 01100,nicol 10020,aargh 02000,mason 22222,,,,,
ozone,4,roate 01002,clons 00120,aiver 00010,ozone 22222,,,,,
amply,4,roate 00100,nails 01020,abamp 20011,amply 22222,,,,,
beset,4,roate 00011,seeld 11000,abuna 01000,beset 22222,,,,,
queue,4,roate 00001,lenes 01010,abaca 00000,queue 22222,,,,,
cliff,4,roate 00000,clips 22200,baken 00000,cliff 22222,,,,,
magic,4,roate 00100,nails 02100,ached 11000,magic 22222,,,,,
sport,4,roate 11010,snoot 20202,aahed 00000,sport 22222,,,,,
edict,4,roate 00011,seeld 01001,aahed 00011,edict 22222,,,,,
twirl,4,roate 10010,scuft 00001,aahed 00000,twirl 22222,,,,,
verse,4,roate 10001,seder 11001,aheap 00100,verse 22222,,,,,
llama,4,roate 00100,nails 01010,abeam 10011,llama 22222,,,,,
eaten,4,roate 00111,salat 02001,absey 10010,eaten 22222,,,,,
whisk,4,roate 00000,clips 00201,shuns 12000,whisk 22222,,,,,
hovel,4,roate 02001,maven 00220,aahed 00120,hovel 22222,,,,,
verve,4,roate 10001,seder 01001,civvy 00120,verve 22222,,,,,
sushi,4,roate 00000,clips 00101,assai 01202,sushi 22222,,,,,
dying,4,roate 00000,clips 00200,ahind 00221,dying 22222,,,,,
fetid,4,roate 00011,seeld 02002,abaft 00011,fetid 22222,,,,,
brain,4,roate 10200,chins 00110,aband 01210,brain 22222,,,,,
buddy,4,roate 00000,clips 00000,bandh 20010,buddy 22222,,,,,
thump,4,roate 00010,knish 00001,abaca 00000,thump 22222,,,,,
candy,4,roate 00100,nails 12000,cundy 20222,candy 22222,,,,,
chord,4,roate 11000,croon 21200,aahed 00102,chord 22222,,,,,
march,4,roate 10100,amias 11000,aahed 02100,march 22222,,,,,
crowd,4,roate 11000,croon 22200,abuts 00000,crowd 22222,,,,,
arbor,4,roate 11100,macon 01020,aband 21000,arbor 22222,,,,,
gayly,4,roate 00100,nails 02020,abray 10001,gayly 22222,,,,,
dally,4,roate 00100,nails 02010,aahed 02001,dally 22222,,,,,
bless,4,roate 00001,lenes 11001,bumph 20000,bless 22222,,,,,
stung,4,roate 00010,knish 01010,aargh 00010,stung 22222,,,,,
ruler,4,roate 10001,seder 00021,grips 01000,ruler 22222,,,,,
kiosk,4,roate 01000,blins 00101,aahed 00000,kiosk 22222,,,,,
ennui,4,roate 00001,lenes 01100,acidy 00100,ennui 22222,,,,,
layer,4,roate 10101,malar 02102,aargh 02100,layer 22222,,,,,
score,4,roate 11002,phons 00201,abaca 00010,score 22222,,,,,
zebra,4,roate 10101,malar 01001,aahed 10010,zebra 22222,,,,,
matey,4,roate 00111,salat 02001,absey 10022,matey 22222,,,,,
bluer,4,roate 10001,seder 00022,filch 00100,bluer 22222,,,,,
aider,4,roate 10101,malar 01002,aahed 20021,aider 22222,,,,,
shook,4,roate 01000,blins 00001,chowk 02102,shook 22222,,,,,
river,4,roate 10001,seder 00021,grips 01100,river 22222,,,,,
privy,4,roate 10000,sculk 00000,awing 00200,privy 22222,,,,,
betel,4,roate 00011,seeld 01010,abaft 01001,betel 22222,,,,,
frisk,4,roate 10000,sculk 10002,abaca 00000,frisk 22222,,,,,
begun,4,roate 00001,lenes 02100,bidon 20002,begun 22222,,,,,
weave,4,roate 00201,heels 01000,abaca 00200,weave 22222,,,,,
genie,4,roate 00001,lenes 01200,chimp 00100,genie 22222,,,,,
sound,4,roate 02000,bludy 00210,hawms 00001,sound 22222,,,,,
glove,4,roate 01002,clons 02200,abaka 00000,glove 22222,,,,,
braid,4,roate 10200,chins 00100,algid 10022,braid 22222,,,,,
wryly,4,roate 10000,sculk 00020,acids 00000,wryly 22222,,,,,
assay,4,roate 00100,nails 01001,abeam 20020,assay 22222,,,,,
bloom,4,roate 01000,blins 22000,abohm 01102,bloom 22222,,,,,
woken,4,roate 02001,maven 00022,aahed 00020,woken 22222,,,,,
silky,4,roate 00000,clips 01101,aalii 00210,silky 22222,,,,,
wreck,4,roate 10001,seder 01001,civvy 10000,wreck 22222,,,,,
smack,4,roate 00200,spick 20022,almah 10100,smack 22222,,,,,
hazel,4,roate 00101,nebel 00022,aargh 02001,hazel 22222,,,,,
globe,4,roate 01002,clons 02200,abaka 01000,globe 22222,,,,,
flint,4,roate 00010,knish 01200,abaft 00012,flint 22222,,,,,
civil,4,roate 00000,clips 21100,aahed 00000,civil 22222,,,,,
cover,4,roate 12001,hwyls 00000,acker 01022,cover 22222,,,,,
alive,4,roate 00102,salmi 01101,agave 20022,alive 22222,,,,,
beech,4,roate 00001,lenes 01000,dicky 00100,beech 22222,,,,,
jetty,4,roate 00011,seeld 02000,attap 01200,jetty 22222,,,,,
bliss,4,roate 00000,clips 02201,baken 20000,bliss 22222,,,,,
vocal,4,roate 02100,nidal 00022,abaft 10000,vocal 22222,,,,,
dolly,4,roate 02000,bludy 01012,aargh 00000,dolly 22222,,,,,
eight,4,roate 00011,seeld 01000,bidet 02012,eight 22222,,,,,
since,4,roate 00002,pling 00110,amahs 00001,since 22222,,,,,
event,4,roate 00011,seeld 01200,abcee 00011,event 22222,,,,,
ensue,4,roate 00001,lenes 01111,abaca 00000,ensue 22222,,,,,
diver,4,roate 10001,seder 00122,adunc 01000,diver 22222,,,,,
poser,4,roate 12001,hwyls 00001,abaca 00000,poser 22222,,,,,
sweep,4,roate 00001,lenes 01021,aahed 00010,sweep 22222,,,,,
alley,4,roate 00101,nebel 00021,aahed 20020,alley 22222,,,,,
creed,4,roate 10001,seder 01121,befog 01000,creed 22222,,,,,
leafy,4,roate 00201,heels 02010,abaft 00220,leafy 22222,,,,,
dunce,4,roate 00002,pling 00010,abaca 00020,dunce 22222,,,,,
pudgy,4,roate 00000,clips 00010,dippy 10102,pudgy 22222,,,,,
waive,4,roate 00102,salmi 02001,aband 10000,waive 22222,,,,,
choir,4,roate 11000,croon 21200,aahed 00100,choir 22222,,,,,
stood,4,roate 01010,spoot 20221,aahed 00002,stood 22222,,,,,
spoke,4,roate 01002,clons 00201,apish 02010,spoke 22222,,,,,
outgo,4,roate 01010,spoot 00111,acted 00200,outgo 22222,,,,,
delay,4,roate 00101,nebel 02001,abaya 10010,delay 22222,,,,,
ideal,4,roate 00101,nebel 01002,aahed 10011,ideal 22222,,,,,
seize,4,roate 00001,lenes 01001,cogie 00011,seize 22222,,,,,
hotly,4,roate 02010,mucin 00000,aahed 00100,hotly 22222,,,,,
laugh,4,roate 00100,nails 02010,aahed 02100,laugh 22222,,,,,
sieve,4,roate 00001,lenes 01011,aargh 00000,sieve 22222,,,,,
block,4,roate 01000,blins 22000,abohm 01200,block 22222,,,,,
grape,4,roate 10202,clags 00210,paved 11010,grape 22222,,,,,
hardy,4,roate 10100,amias 10000,carap 02200,hardy 22222,,,,,
shied,4,roate 00001,lenes 00021,abamp 00000,shied 22222,,,,,
drawl,4,roate 10200,chins 00000,abord 10011,drawl 22222,,,,,
tulip,4,roate 00010,knish 00100,bidet 01001,tulip 22222,,,,,
crick,4,roate 10000,sculk 01002,abaca 00010,crick 22222,,,,,
idyll,4,roate 00000,clips 01100,baldy 00111,idyll 22222,,,,,
vixen,4,roate 00001,lenes 00120,fidge 02001,vixen 22222,,,,,
furor,4,roate 11000,croon 01020,firer 20202,furor 22222,,,,,
geeky,4,roate 00001,lenes 01000,dicky 00022,geeky 22222,,,,,
cough,4,roate 02000,bludy 00200,piccy 00100,cough 22222,,,,,
naive,4,roate 00102,salmi 02001,aband 10010,naive 22222,,,,,
shoal,4,roate 01100,nicol 00012,aahed 10100,shoal 22222,,,,,
stork,4,roate 11010,snoot 20201,abysm 00010,stork 22222,,,,,
check,4,roate 00001,lenes 01000,dicky 00110,check 22222,,,,,
brass,4,roate 10200,chins 00001,abamp 01200,brass 22222,,,,,
furry,4,roate 10000,sculk 00100,aahed 00000,furry 22222,,,,,
razor,4,roate 11100,macon 02020,elves 00000,razor 22222,,,,,
elect,4,roate 00011,seeld 01210,abaca 00020,elect 22222,,,,,
evict,4,roate 00011,seeld 01000,bidet 01012,evict 22222,,,,,
imply,4,roate 00000,clips 01110,abrim 00011,imply 22222,,,,,
haven,4,roate 00101,nebel 10020,aahed 02120,haven 22222,,,,,
cavil,4,roate 00100,nails 02110,aahed 02000,cavil 22222,,,,,
swear,4,roate 10101,malar 00022,caphs 01001,swear 22222,,,,,
crump,4,roate 10000,sculk 01200,abamp 00022,crump 22222,,,,,
dough,4,roate 02000,bludy 00210,hawms 10000,dough 22222,,,,,
gavel,4,roate 00101,nebel 00022,aargh 02010,gavel 22222,,,,,
wagon,4,roate 01100,nicol 10020,aargh 02010,wagon 22222,,,,,
pitch,4,roate 00010,knish 00102,adaws 00000,pitch 22222,,,,,
sworn,4,roate 11000,croon 01202,aahed 00000,sworn 22222,,,,,
pupil,4,roate 00000,clips 01110,abrim 00020,pupil 22222,,,,,
excel,4,roate 00001,lenes 11020,bumph 00000,excel 22222,,,,,
stony,4,roate 01010,spoot 20201,acidy 00002,stony 22222,,,,,
cabin,4,roate 00100,nails 12100,abamp 11000,cabin 22222,,,,,
unzip,4,roate 00000,clips 00110,agrin 00021,unzip 22222,,,,,
queen,4,roate 00001,lenes 01120,aahed 00010,queen 22222,,,,,
trout,4,roate 11010,snoot 00201,aalii 00000,trout 22222,,,,,
polyp,4,roate 02000,bludy 01001,aalii 00200,polyp 22222,,,,,
storm,4,roate 11010,snoot 20201,abysm 00012,storm 22222,,,,,
until,4,roate 00010,knish 02100,aalii 00120,until 22222,,,,,
taper,4,roate 10111,talea 22020,abamp 10001,taper 22222,,,,,
enter,4,roate 10011,serer 01022,aahed 00010,enter 22222,,,,,
child,4,roate 00000,clips 21200,aahed 00102,child 22222,,,,,
fatty,4,roate 00110,tinct 10001,abaft 10011,fatty 22222,,,,,
husky,4,roate 00000,clips 00001,hanky 20022,husky 22222,,,,,
brave,4,roate 10202,clags 00200,baked 21010,brave 22222,,,,,
filet,4,roate 00011,seeld 01010,abaft 00012,filet 22222,,,,,
slime,4,roate 00002,pling 02200,ached 00010,slime 22222,,,,,
glint,4,roate 00010,knish 01200,abaft 00002,glint 22222,,,,,
regal,4,roate 20101,calmy 01100,aargh 10110,regal 22222,,,,,
guest,4,roate 00011,seeld 10200,aargh 00010,guest 22222,,,,,
every,4,roate 10001,seder 01011,breme 01100,every 22222,,,,,
share,4,roate 10202,clags 00201,adhan 10100,share 22222,,,,,
hoist,4,roate 02010,mucin 00010,aflaj 00000,hoist 22222,,,,,
buxom,4,roate 01000,blins 20000,abamp 01010,buxom 22222,,,,,
inner,4,roate 10001,seder 00022,filch 01000,inner 22222,,,,,
level,4,roate 00001,lenes 12020,bavin 00200,level 22222,,,,,
sumac,4,roate 00100,nails 01001,abeam 00021,sumac 22222,,,,,
stilt,4,roate 00010,knish 00210,atilt 02222,stilt 22222,,,,,
sheet,4,roate 00011,seeld 21200,aheap 02100,sheet 22222,,,,,
scrub,4,roate 10000,sculk 22100,abaca 01010,scrub 22222,,,,,
fancy,4,roate 00100,nails 12000,cundy 10202,fancy 22222,,,,,
slimy,4,roate 00000,clips 02201,baken 00000,slimy 22222,,,,,
pearl,4,roate 10201,bendy 02000,aalii 10100,pearl 22222,,,,,
silly,4,roate 00000,clips 01101,aalii 00110,silly 22222,,,,,
sepia,4,roate 00101,nebel 02000,abrim 10020,sepia 22222,,,,,
amble,4,roate 00102,salmi 01110,abaca 21000,amble 22222,,,,,
shady,4,roate 00200,spick 20000,ahull 12000,shady 22222,,,,,
bread,4,roate 10101,malar 00021,backs 21000,bread 22222,,,,,
friar,4,roate 10100,amias 00220,abaca 10000,friar 22222,,,,,
dairy,4,roate 10100,amias 10200,ached 10001,dairy 22222,,,,,
quill,4,roate 00000,clips 01200,aband 00000,quill 22222,,,,,
cross,4,roate 11000,croon 22200,abuts 00001,cross 22222,,,,,
tuber,4,roate 10011,serer 00022,begum 11010,tuber 22222,,,,,
shear,4,roate 10101,malar 00022,caphs 01011,shear 22222,,,,,
blank,4,roate 00200,spick 00002,abaca 01200,blank 22222,,,,,
villa,4,roate 00100,nails 01110,aidas 12000,villa 22222,,,,,
piggy,4,roate 00000,clips 00110,agrin 01010,piggy 22222,,,,,
which,4,roate 00000,clips 10200,aduki 00001,which 22222,,,,,
among,4,roate 01100,nicol 10010,abamp 20010,among 22222,,,,,
fecal,4,roate 00101,nebel 02002,amped 10010,fecal 22222,,,,,
would,4,roate 02000,bludy 01210,abaca 00000,would 22222,,,,,
algae,4,roate 00102,salmi 01100,acing 10001,algae 22222,,,,,
agony,4,roate 01100,nicol 10010,abamp 20000,agony 22222,,,,,
swoon,4,roate 01000,blins 00011,adown 00112,swoon 22222,,,,,
knife,4,roate 00002,pling 00210,aahed 00010,knife 22222,,,,,
pouch,4,roate 02000,bludy 00200,piccy 20020,pouch 22222,,,,,
ascot,4,roate 01110,aboil 20100,abaca 20010,ascot 22222,,,,,
plane,4,roate 00202,plums 22000,abaca 00200,plane 22222,,,,,
urban,4,roate 10100,amias 00020,aband 11010,urban 22222,,,,,
snide,4,roate 00002,pling 00210,aahed 00011,snide 22222,,,,,
rajah,4,roate 20100,sybil 00000,aahed 12100,rajah 22222,,,,,
straw,4,roate 10110,palas 00021,abaya 10000,straw 22222,,,,,
amass,4,roate 00100,nails 01001,abeam 10001,amass 22222,,,,,
third,4,roate 10010,scuft 00001,aahed 00102,third 22222,,,,,
tutor,4,roate 11010,snoot 00021,abmho 00001,tutor 22222,,,,,
woody,4,roate 01000,blins 00000,dawah 10100,woody 22222,,,,,
grief,4,roate 10001,seder 00021,grips 22200,grief 22222,,,,,
disco,4,roate 01000,blins 00101,aahed 00001,disco 22222,,,,,
