alpha,4,soare 00100,clint 02000,aahed 10100,alpha 22222,,,,,,
thyme,4,soare 00002,clint 00001,aahed 00110,thyme 22222,,,,,,
eclat,4,soare 00101,datal 00121,acerb 12100,eclat 22222,,,,,,
doubt,4,soare 02000,linty 00010,abaca 01000,doubt 22222,,,,,,
parer,4,soare 00111,talar 02001,maror 02202,parer 22222,,,,,,
trice,4,soare 00012,dript 02201,batta 00100,trice 22222,,,,,,
alike,4,soare 00102,gault 01010,abaka 20020,alike 22222,,,,,,
sooth,4,soare 21000,cloot 00101,aahed 00100,sooth 22222,,,,,,
recap,4,soare 00111,talar 00021,becke 02200,recap 22222,,,,,,
liege,4,soare 00001,denet 01010,acidy 00100,liege 22222,,,,,,
admit,4,soare 00100,clint 00102,abamp 20010,admit 22222,,,,,,
brisk,4,soare 10010,cruft 02000,abaca 01000,brisk 22222,,,,,,
scald,4,soare 20200,clint 11000,acidy 12010,scald 22222,,,,,,
sting,4,soare 20000,plink 00220,aguti 01011,sting 22222,,,,,,
bough,4,soare 02000,linty 00000,bacca 20000,bough 22222,,,,,,
dandy,4,soare 00100,clint 00010,fundy 00212,dandy 22222,,,,,,
vigor,4,soare 01010,cloot 00020,aimer 02002,vigor 22222,,,,,,
howdy,4,soare 02000,linty 00002,brogh 00101,howdy 22222,,,,,,
enjoy,4,soare 01001,pylon 01021,advew 00010,enjoy 22222,,,,,,
valid,4,soare 00100,clint 01100,aalii 02220,valid 22222,,,,,,
ionic,4,soare 02000,linty 01200,aalii 00010,ionic 22222,,,,,,
equal,4,soare 00101,datal 00022,abuna 10200,equal 22222,,,,,,
spade,4,soare 20202,thilk 00000,ached 10011,spade 22222,,,,,,
exist,4,soare 10001,uneth 00110,abies 00211,exist 22222,,,,,,
grove,4,soare 01012,panto 00001,befog 01011,grove 22222,,,,,,
fault,4,soare 00100,clint 01002,abaft 10012,fault 22222,,,,,,
foggy,4,soare 02000,linty 00002,brogh 00110,foggy 22222,,,,,,
carry,4,soare 00110,raita 12000,parch 02110,carry 22222,,,,,,
libel,4,soare 00001,denet 00020,abamp 01000,libel 22222,,,,,,
waltz,4,soare 00100,clint 01001,aalii 02200,waltz 22222,,,,,,
aptly,4,soare 00100,clint 01001,aalii 20100,aptly 22222,,,,,,
inept,4,soare 00001,denet 01102,aalii 00010,inept 22222,,,,,,
aloud,4,soare 01100,cloot 02200,aahed 20002,aloud 22222,,,,,,
photo,4,soare 01000,clint 00001,boody 01200,photo 22222,,,,,,
vomit,4,soare 02000,linty 01010,admix 00220,vomit 22222,,,,,,
fanny,4,soare 00100,clint 00010,fundy 20102,fanny 22222,,,,,,
snarl,4,soare 20220,kempt 00000,acidy 10000,snarl 22222,,,,,,
pooch,4,soare 01000,clint 10000,aargh 00002,pooch 22222,,,,,,
hippy,4,soare 00000,linch 02001,compt 00010,hippy 22222,,,,,,
folly,4,soare 02000,linty 10002,defog 00110,folly 22222,,,,,,
gulch,4,soare 00000,linch 10022,aargh 00012,gulch 22222,,,,,,
vault,4,soare 00100,clint 01002,abaft 10002,vault 22222,,,,,,
godly,4,soare 02000,linty 10002,defog 10011,godly 22222,,,,,,
threw,4,soare 00011,denet 00021,auger 00021,threw 22222,,,,,,
shock,4,soare 21000,cloot 10200,abmho 00011,shock 22222,,,,,,
crave,4,soare 00212,diact 00210,avant 01200,crave 22222,,,,,,
valve,4,soare 00102,gault 02010,ached 10010,valve 22222,,,,,,
skimp,4,soare 20000,plink 10201,abaka 00010,skimp 22222,,,,,,
musty,4,soare 10000,hists 00220,algid 00000,musty 22222,,,,,,
pique,4,soare 00002,clint 00100,admix 00010,pique 22222,,,,,,
aging,4,soare 00100,clint 00220,abamp 20000,aging 22222,,,,,,
stuck,4,soare 20000,plink 00002,aahed 00000,stuck 22222,,,,,,
recut,4,soare 00011,denet 02002,abrim 00100,recut 22222,,,,,,
mulch,4,soare 00000,linch 10022,aargh 00002,mulch 22222,,,,,,
plume,4,soare 00002,clint 02000,abamp 00021,plume 22222,,,,,,
count,4,soare 02000,linty 00110,abaca 00010,count 22222,,,,,,
total,4,soare 02100,nidal 00022,abaft 10001,total 22222,,,,,,
mocha,4,soare 02100,nidal 00010,aahed 10100,mocha 22222,,,,,,
study,4,soare 20000,plink 00000,aahed 00001,study 22222,,,,,,
lover,4,soare 02011,vower 12022,almah 01000,lover 22222,,,,,,
funny,4,soare 00000,linch 00100,abaft 00010,funny 22222,,,,,,
mound,4,soare 02000,linty 00100,bumph 01100,mound 22222,,,,,,
undue,4,soare 00002,clint 00010,aargh 00000,undue 22222,,,,,,
pagan,4,soare 00100,clint 00010,fundy 00100,pagan 22222,,,,,,
swine,4,soare 20002,clipt 00200,aahed 00010,swine 22222,,,,,,
guile,4,soare 00002,clint 01200,aahed 00010,guile 22222,,,,,,
gusty,4,soare 10000,hists 00220,algid 00100,gusty 22222,,,,,,
equip,4,soare 00001,denet 01000,filch 01000,equip 22222,,,,,,
tough,4,soare 02000,linty 00010,abaca 00000,tough 22222,,,,,,
human,4,soare 00100,clint 00010,fundy 02100,human 22222,,,,,,
udder,4,soare 00011,denet 10020,cided 00120,udder 22222,,,,,,
lunch,4,soare 00000,linch 20222,abaya 00000,lunch 22222,,,,,,
blast,4,soare 10200,flosh 02020,aarti 10010,blast 22222,,,,,,
manga,4,soare 00100,clint 00010,fundy 00200,manga 22222,,,,,,
melee,4,soare 00001,denet 01020,apeek 00110,melee 22222,,,,,,
lefty,4,soare 00001,denet 02001,aleph 01100,lefty 22222,,,,,,
quick,4,soare 00000,linch 01020,abaka 00010,quick 22222,,,,,,
paste,4,soare 10102,balti 02020,cahow 02000,paste 22222,,,,,,
given,4,soare 00001,denet 00120,algin 00112,given 22222,,,,,,
octet,4,soare 01001,pylon 00010,abcee 00120,octet 22222,,,,,,
groan,4,soare 01110,macon 01012,abohm 10200,groan 22222,,,,,,
leaky,4,soare 00201,letch 22000,abaft 00200,leaky 22222,,,,,,
loose,4,soare 11002,chang 00000,aalii 00100,loose 22222,,,,,,
spilt,4,soare 20000,plink 11200,aarti 00011,spilt 22222,,,,,,
apple,4,soare 00102,gault 01020,abamp 20001,apple 22222,,,,,,
honey,4,soare 02001,meynt 01110,aahed 00120,honey 22222,,,,,,
final,4,soare 00100,clint 01110,aalii 10110,final 22222,,,,,,
sheen,4,soare 20001,clipt 00000,adeem 00220,sheen 22222,,,,,,
eerie,4,soare 00011,denet 01010,abamp 00000,eerie 22222,,,,,,
minty,4,soare 00000,linch 02200,dacks 00000,minty 22222,,,,,,
derby,4,soare 00011,denet 22000,aargh 00200,derby 22222,,,,,,
erupt,4,soare 00011,denet 01002,abaca 00000,erupt 22222,,,,,,
price,4,soare 00012,dript 02210,acmes 01010,price 22222,,,,,,
spawn,4,soare 20200,clint 00010,abaka 00200,spawn 22222,,,,,,
fairy,4,soare 00120,adyta 10100,aahed 02000,fairy 22222,,,,,,
filmy,4,soare 00000,linch 12000,bumfs 00110,filmy 22222,,,,,,
ardor,4,soare 01110,macon 01020,aband 20001,ardor 22222,,,,,,
nanny,4,soare 00100,clint 00010,fundy 00102,nanny 22222,,,,,,
niece,4,soare 00001,denet 01110,aalii 00010,niece 22222,,,,,,
woozy,4,soare 01000,clint 00000,wedgy 20002,woozy 22222,,,,,,
handy,4,soare 00100,clint 00010,fundy 00222,handy 22222,,,,,,
grace,4,soare 00212,diact 00220,aargh 10110,grace 22222,,,,,,
stank,4,soare 20200,clint 00021,aahed 10000,stank 22222,,,,,,
cream,4,soare 00111,talar 00021,becke 01100,cream 22222,,,,,,
valor,4,soare 01110,macon 02020,lovat 11110,valor 22222,,,,,,
angle,4,soare 00102,gault 11020,aalii 20100,angle 22222,,,,,,
ninja,4,soare 00100,clint 00110,aalii 10010,ninja 22222,,,,,,
muddy,4,soare 00000,linch 00000,dempt 10100,muddy 22222,,,,,,
reply,4,soare 00011,denet 02000,marly 00122,reply 22222,,,,,,
shade,4,soare 20202,thilk 02000,amped 10011,shade 22222,,,,,,
onion,4,soare 01000,clint 00210,ablow 00010,onion 22222,,,,,,
dowel,4,soare 02001,meynt 01000,advew 01021,dowel 22222,,,,,,
couch,4,soare 02000,linty 00000,bacca 00120,couch 22222,,,,,,
bowel,4,soare 02001,meynt 01000,advew 00021,bowel 22222,,,,,,
evoke,4,soare 01001,pylon 00010,abcee 00012,evoke 22222,,,,,,
creek,4,soare 00011,denet 01020,pucer 00111,creek 22222,,,,,,
lance,4,soare 00102,gault 02010,ached 11010,lance 22222,,,,,,
eagle,4,soare 00101,datal 02001,abamp 10000,eagle 22222,,,,,,
idiot,4,soare 01000,clint 00102,abamp 00000,idiot 22222,,,,,,
siren,4,soare 20011,hewer 00021,aalii 00010,siren 22222,,,,,,
built,4,soare 00000,linch 11000,qubit 02112,built 22222,,,,,,
embed,4,soare 00001,denet 11020,aalii 00000,embed 22222,,,,,,
annul,4,soare 00100,clint 01010,abaka 20000,annul 22222,,,,,,
goody,4,soare 01000,clint 00000,wedgy 00112,goody 22222,,,,,,
patio,4,soare 01100,cloot 00101,aalii 02020,patio 22222,,,,,,
humid,4,soare 00000,linch 01001,abaft 00000,humid 22222,,,,,,
elite,4,soare 00001,denet 01011,aahed 00010,elite 22222,,,,,,
edify,4,soare 00001,denet 11000,chewy 00102,edify 22222,,,,,,
might,4,soare 00000,linch 02001,compt 00102,might 22222,,,,,,
vapor,4,soare 01110,macon 02020,lovat 01110,vapor 22222,,,,,,
crock,4,soare 01010,cloot 10200,abaca 00010,crock 22222,,,,,,
write,4,soare 00012,dript 02201,batta 00020,write 22222,,,,,,
sunny,4,soare 20000,plink 00010,abaft 00000,sunny 22222,,,,,,
slide,4,soare 20002,clipt 02200,aahed 00011,slide 22222,,,,,,
queer,4,soare 00011,denet 01020,pucer 02012,queer 22222,,,,,,
venom,4,soare 01001,pylon 00021,aahed 00010,venom 22222,,,,,,
stamp,4,soare 20200,clint 00001,abmho 10100,stamp 22222,,,,,,
still,4,soare 20000,plink 01200,arett 00010,still 22222,,,,,,
aping,4,soare 00100,clint 00220,abamp 20001,aping 22222,,,,,,
pushy,4,soare 10000,hists 10200,abamp 00001,pushy 22222,,,,,,
tamer,4,soare 00111,talar 22002,abamp 10010,tamer 22222,,,,,,
hater,4,soare 00111,talar 12002,ached 10120,hater 22222,,,,,,
mania,4,soare 00100,clint 00110,aalii 12020,mania 22222,,,,,,
brawn,4,soare 00210,clint 00010,abamp 01200,brawn 22222,,,,,,
swift,4,soare 20000,plink 00200,ahent 00002,swift 22222,,,,,,
exile,4,soare 00001,denet 01010,acidy 00200,exile 22222,,,,,,
birch,4,soare 00010,cuing 10100,aahed 00100,birch 22222,,,,,,
freer,4,soare 00011,denet 01020,pucer 00011,freer 22222,,,,,,
lunar,4,soare 00110,raita 11000,adman 00021,lunar 22222,,,,,,
winch,4,soare 00000,linch 02222,cowps 10100,winch 22222,,,,,,
nicer,4,soare 00011,denet 00120,ancon 01200,nicer 22222,,,,,,
exalt,4,soare 00201,letch 11100,aarti 10010,exalt 22222,,,,,,
about,4,soare 01100,cloot 00202,aahed 20000,about 22222,,,,,,
savvy,4,soare 20100,dault 02000,abamp 10000,savvy 22222,,,,,,
toxin,4,soare 02000,linty 01110,ajies 00100,toxin 22222,,,,,,
tunic,4,soare 00000,linch 01210,aarti 00011,tunic 22222,,,,,,
inlay,4,soare 00100,clint 01110,aalii 10210,inlay 22222,,,,,,
chump,4,soare 00000,linch 00011,abmho 00110,chump 22222,,,,,,
lanky,4,soare 00100,clint 01010,abaka 10020,lanky 22222,,,,,,
eater,4,soare 00111,talar 12002,ached 10010,eater 22222,,,,,,
elude,4,soare 00001,denet 11010,aalii 00100,elude 22222,,,,,,
moron,4,soare 01010,cloot 00120,aahed 00000,moron 22222,,,,,,
place,4,soare 00202,flimp 02001,aceta 11100,place 22222,,,,,,
plush,4,soare 10000,hists 10100,abaft 00000,plush 22222,,,,,,
index,4,soare 00001,denet 10120,aswim 00010,index 22222,,,,,,
blink,4,soare 00000,linch 11100,delft 00100,blink 22222,,,,,,
croup,4,soare 01010,cloot 20200,adhan 00000,croup 22222,,,,,,
clink,4,soare 00000,linch 11110,aargh 00000,clink 22222,,,,,,
juicy,4,soare 00000,linch 01020,abaka 00000,juicy 22222,,,,,,
stage,4,soare 20202,thilk 10000,agave 01202,stage 22222,,,,,,
clean,4,soare 00101,datal 00021,agene 10210,clean 22222,,,,,,
vowel,4,soare 02001,meynt 01000,advew 00121,vowel 22222,,,,,,
icing,4,soare 00000,linch 01110,aalii 00011,icing 22222,,,,,,
rigor,4,soare 01010,cloot 00020,aimer 02001,rigor 22222,,,,,,
flown,4,soare 01000,clint 02010,abaca 00000,flown 22222,,,,,,
rabid,4,soare 00110,raita 22100,aband 11002,rabid 22222,,,,,,
budge,4,soare 00002,clint 00000,bifid 20001,budge 22222,,,,,,
fiber,4,soare 00011,denet 00020,bilgy 12000,fiber 22222,,,,,,
moldy,4,soare 02000,linty 10002,defog 10010,moldy 22222,,,,,,
kneel,4,soare 00001,denet 01120,aalii 00100,kneel 22222,,,,,,
track,4,soare 00210,clint 10001,abaka 00210,track 22222,,,,,,
caddy,4,soare 00100,clint 20000,aahed 02001,caddy 22222,,,,,,
dumpy,4,soare 00000,linch 00000,dempt 20220,dumpy 22222,,,,,,
paler,4,soare 00111,talar 02202,abaca 10000,paler 22222,,,,,,
scuba,4,soare 20100,dault 01200,aahed 10000,scuba 22222,,,,,,
flyer,4,soare 00011,denet 00020,bilgy 00101,flyer 22222,,,,,,
horny,4,soare 02010,curdy 00202,aahed 00100,horny 22222,,,,,,
doing,4,soare 02000,linty 01100,aahed 00001,doing 22222,,,,,,
ozone,4,soare 01002,bling 00020,aahed 00010,ozone 22222,,,,,,
amply,4,soare 00100,clint 01000,dampy 01112,amply 22222,,,,,,
beset,4,soare 10001,uneth 00110,abies 01011,beset 22222,,,,,,
queue,4,soare 00001,denet 01010,acidy 00000,queue 22222,,,,,,
cliff,4,soare 00000,linch 11010,bifid 01100,cliff 22222,,,,,,
truce,4,soare 00012,dript 02001,aarti 00110,truce 22222,,,,,,
fritz,4,soare 00010,cuing 00200,afald 01000,fritz 22222,,,,,,
verse,4,soare 10011,richt 10000,acred 00210,verse 22222,,,,,,
llama,4,soare 00100,clint 01000,dampy 01100,llama 22222,,,,,,
eaten,4,soare 00101,datal 02200,aahed 02010,eaten 22222,,,,,,
whisk,4,soare 10000,hists 11100,aalii 00010,whisk 22222,,,,,,
hovel,4,soare 02001,meynt 01000,advew 00220,hovel 22222,,,,,,
macaw,4,soare 00100,clint 10000,aahed 12000,macaw 22222,,,,,,
spout,4,soare 21000,cloot 00202,adhan 00000,spout 22222,,,,,,
verve,4,soare 00011,denet 01000,civvy 00120,verve 22222,,,,,,
sushi,4,soare 10000,hists 11100,aalii 00002,sushi 22222,,,,,,
dying,4,soare 00000,linch 01100,putid 00011,dying 22222,,,,,,
fetid,4,soare 00001,denet 12001,acted 00212,fetid 22222,,,,,,
brain,4,soare 00210,clint 00110,aband 01210,brain 22222,,,,,,
buddy,4,soare 00000,linch 00000,dempt 10000,buddy 22222,,,,,,
thump,4,soare 00000,linch 00001,abaft 00001,thump 22222,,,,,,
candy,4,soare 00100,clint 20010,aahed 02001,candy 22222,,,,,,
basin,4,soare 10100,lassi 02201,abaca 11000,basin 22222,,,,,,
march,4,soare 00110,raita 12000,parch 02222,march 22222,,,,,,
crowd,4,soare 01010,cloot 20200,adhan 01000,crowd 22222,,,,,,
arbor,4,soare 01110,macon 01020,aband 21000,arbor 22222,,,,,,
gayly,4,soare 00100,clint 01000,dampy 02001,gayly 22222,,,,,,
musky,4,soare 10000,hists 00200,aahed 00000,musky 22222,,,,,,
dally,4,soare 00100,clint 01000,dampy 22002,dally 22222,,,,,,
stung,4,soare 20000,plink 00020,agast 01011,stung 22222,,,,,,
title,4,soare 00002,clint 01101,aahed 00010,title 22222,,,,,,
ruler,4,soare 00011,denet 00020,bilgy 00200,ruler 22222,,,,,,
ennui,4,soare 00001,denet 01100,aliya 00100,ennui 22222,,,,,,
layer,4,soare 00111,talar 02102,aargh 02100,layer 22222,,,,,,
fluid,4,soare 00000,linch 11000,qubit 01020,fluid 22222,,,,,,
matey,4,soare 00101,datal 02200,aahed 02020,matey 22222,,,,,,
bluer,4,soare 00011,denet 00020,bilgy 20100,bluer 22222,,,,,,
aider,4,soare 00111,talar 01002,abaci 20001,aider 22222,,,,,,
shook,4,soare 21000,cloot 00220,knosp 10110,shook 22222,,,,,,
privy,4,soare 00010,cuing 00200,afald 00000,privy 22222,,,,,,
bongo,4,soare 01000,clint 00010,aargh 00020,bongo 22222,,,,,,
begun,4,soare 00001,denet 02100,blain 20002,begun 22222,,,,,,
weave,4,soare 00201,letch 01000,aahed 10010,weave 22222,,,,,,
genie,4,soare 00001,denet 01200,chimp 00100,genie 22222,,,,,,
scope,4,soare 21002,nempt 01020,aalii 00000,scope 22222,,,,,,
wryly,4,soare 00010,cuing 00000,aahed 00000,wryly 22222,,,,,,
bloom,4,soare 01000,clint 02000,abamp 01010,bloom 22222,,,,,,
woken,4,soare 02001,meynt 01010,navew 10021,woken 22222,,,,,,
wreck,4,soare 00011,denet 01000,civvy 10000,wreck 22222,,,,,,
smack,4,soare 20200,clint 10000,abamp 00210,smack 22222,,,,,,
amaze,4,soare 00102,gault 01000,abaka 20200,amaze 22222,,,,,,
hazel,4,soare 00101,datal 02002,ganch 02001,hazel 22222,,,,,,
flint,4,soare 00000,linch 11100,delft 00112,flint 22222,,,,,,
civil,4,soare 00000,linch 11010,bifid 02020,civil 22222,,,,,,
relax,4,soare 00111,talar 00221,abaya 10000,relax 22222,,,,,,
cover,4,soare 02011,vower 12022,almah 00000,cover 22222,,,,,,
alive,4,soare 00102,gault 01010,abaka 20000,alive 22222,,,,,,
beech,4,soare 00001,denet 01000,filch 00022,beech 22222,,,,,,
jetty,4,soare 00001,denet 02001,aleph 00100,jetty 22222,,,,,,
vocal,4,soare 02100,nidal 00022,abaft 10000,vocal 22222,,,,,,
dolly,4,soare 02000,linty 10002,defog 20010,dolly 22222,,,,,,
eight,4,soare 00001,denet 01002,abaci 00001,eight 22222,,,,,,
shunt,4,soare 20000,plink 00020,agast 00012,shunt 22222,,,,,,
diver,4,soare 00011,denet 20020,abies 00120,diver 22222,,,,,,
sweep,4,soare 20001,clipt 00010,adhan 00000,sweep 22222,,,,,,
alley,4,soare 00101,datal 01001,aalii 20100,alley 22222,,,,,,
anime,4,soare 00102,gault 01000,abaka 20000,anime 22222,,,,,,
leafy,4,soare 00201,letch 22000,abaft 00220,leafy 22222,,,,,,
pudgy,4,soare 00000,linch 00000,dempt 10010,pudgy 22222,,,,,,
waive,4,soare 00102,gault 02000,amain 10010,waive 22222,,,,,,
choir,4,soare 01010,cloot 20200,adhan 00100,choir 22222,,,,,,
stood,4,soare 21000,cloot 00221,aahed 00002,stood 22222,,,,,,
outgo,4,soare 01000,clint 00001,boody 01100,outgo 22222,,,,,,
bilge,4,soare 00002,clint 01100,aalii 00210,bilge 22222,,,,,,
ideal,4,soare 00101,datal 10022,abamp 10000,ideal 22222,,,,,,
clasp,4,soare 10200,flosh 02020,aarti 10000,clasp 22222,,,,,,
seize,4,soare 20001,clipt 00200,aahed 00010,seize 22222,,,,,,
laugh,4,soare 00100,clint 01000,dampy 02000,laugh 22222,,,,,,
sieve,4,soare 20001,clipt 00100,agene 00202,sieve 22222,,,,,,
block,4,soare 01000,clint 12000,abaca 01020,block 22222,,,,,,
meant,4,soare 00201,letch 02100,aarti 10010,meant 22222,,,,,,
hardy,4,soare 00110,raita 12000,parch 02201,hardy 22222,,,,,,
shied,4,soare 20001,clipt 00200,aahed 00122,shied 22222,,,,,,
drawl,4,soare 00210,clint 01000,aahed 10001,drawl 22222,,,,,,
daisy,4,soare 10100,lassi 02021,aahed 02001,daisy 22222,,,,,,
putty,4,soare 00000,linch 00000,dempt 00011,putty 22222,,,,,,
tulip,4,soare 00000,linch 11000,qubit 02021,tulip 22222,,,,,,
crick,4,soare 00010,cuing 10200,bepat 00000,crick 22222,,,,,,
vixen,4,soare 00001,denet 00120,algin 00012,vixen 22222,,,,,,
geeky,4,soare 00001,denet 01000,filch 00000,geeky 22222,,,,,,
cough,4,soare 02000,linty 00000,bacca 00100,cough 22222,,,,,,
naive,4,soare 00102,gault 02000,amain 10011,naive 22222,,,,,,
stork,4,soare 21020,nicht 00001,abysm 00010,stork 22222,,,,,,
aunty,4,soare 00100,clint 00011,aahed 20000,aunty 22222,,,,,,
check,4,soare 00001,denet 01000,filch 00011,check 22222,,,,,,
prime,4,soare 00012,dript 02210,acmes 00110,prime 22222,,,,,,
brass,4,soare 10210,chapt 00200,aargh 10100,brass 22222,,,,,,
furry,4,soare 00010,cuing 02000,rhomb 10000,furry 22222,,,,,,
razor,4,soare 01110,macon 02020,lovat 01010,razor 22222,,,,,,
elect,4,soare 00001,denet 01012,aalii 00100,elect 22222,,,,,,
evict,4,soare 00001,denet 01002,abaci 00021,evict 22222,,,,,,
demur,4,soare 00011,denet 22000,aargh 00100,demur 22222,,,,,,
haven,4,soare 00101,datal 02000,ached 10120,haven 22222,,,,,,
crump,4,soare 00010,cuing 21000,abaca 00010,crump 22222,,,,,,
dough,4,soare 02000,linty 00000,bacca 00000,dough 22222,,,,,,
gavel,4,soare 00101,datal 02002,ganch 22000,gavel 22222,,,,,,
wagon,4,soare 01100,cloot 00020,aboon 10022,wagon 22222,,,,,,
nudge,4,soare 00002,clint 00010,aargh 00020,nudge 22222,,,,,,
harem,4,soare 00111,talar 02001,maror 12200,harem 22222,,,,,,
pitch,4,soare 00000,linch 02022,adaws 00000,pitch 22222,,,,,,
pupil,4,soare 00000,linch 11000,qubit 02020,pupil 22222,,,,,,
excel,4,soare 00001,denet 01020,apeek 00120,excel 22222,,,,,,
stony,4,soare 21000,cloot 00201,abuna 00020,stony 22222,,,,,,
unzip,4,soare 00000,linch 01100,putid 11020,unzip 22222,,,,,,
queen,4,soare 00001,denet 01120,aalii 00000,queen 22222,,,,,,
trout,4,soare 01010,cloot 00201,abaft 00001,trout 22222,,,,,,
polyp,4,soare 02000,linty 10001,aalii 00200,polyp 22222,,,,,,
storm,4,soare 21020,nicht 00001,abysm 00012,storm 22222,,,,,,
until,4,soare 00000,linch 11100,delft 00101,until 22222,,,,,,
taper,4,soare 00111,talar 22002,abamp 10001,taper 22222,,,,,,
child,4,soare 00000,linch 11011,acids 01210,child 22222,,,,,,
adopt,4,soare 01100,cloot 00202,aahed 20001,adopt 22222,,,,,,
minor,4,soare 01010,cloot 00020,aimer 02102,minor 22222,,,,,,
fatty,4,soare 00100,clint 00001,baffy 02102,fatty 22222,,,,,,
filet,4,soare 00001,denet 00022,aalii 00210,filet 22222,,,,,,
slime,4,soare 20002,clipt 02200,aahed 00010,slime 22222,,,,,,
glint,4,soare 00000,linch 11100,delft 00102,glint 22222,,,,,,
steal,4,soare 20101,dempt 01001,aalii 10100,steal 22222,,,,,,
regal,4,soare 00111,talar 00121,aargh 10110,regal 22222,,,,,,
guest,4,soare 10001,uneth 10210,aargh 00010,guest 22222,,,,,,
murky,4,soare 00010,cuing 02000,rhomb 10010,murky 22222,,,,,,
spore,4,soare 21022,crwth 01000,abamp 00001,spore 22222,,,,,,
hoist,4,soare 12000,fubsy 00020,abmho 00011,hoist 22222,,,,,,
inner,4,soare 00011,denet 00120,ancon 01000,inner 22222,,,,,,
otter,4,soare 01011,feted 00120,aahed 00020,otter 22222,,,,,,
dimly,4,soare 00000,linch 12000,bumfs 00200,dimly 22222,,,,,,
level,4,soare 00001,denet 02020,bavin 00200,level 22222,,,,,,
stilt,4,soare 20000,plink 01200,arett 00012,stilt 22222,,,,,,
sheet,4,soare 20001,clipt 00002,aahed 00110,sheet 22222,,,,,,
porch,4,soare 02010,curdy 10200,aarti 00200,porch 22222,,,,,,
dingo,4,soare 01000,clint 00110,abbas 00000,dingo 22222,,,,,,
amble,4,soare 00102,gault 01020,abamp 21010,amble 22222,,,,,,
shady,4,soare 20200,clint 00000,aahed 10101,shady 22222,,,,,,
bread,4,soare 00111,talar 00021,becke 21000,bread 22222,,,,,,
friar,4,soare 00110,raita 11200,abaca 10000,friar 22222,,,,,,
reign,4,soare 00011,denet 02100,aalii 00010,reign 22222,,,,,,
quill,4,soare 00000,linch 11000,qubit 22010,quill 22222,,,,,,
cross,4,soare 11010,agood 00200,aarti 00100,cross 22222,,,,,,
brood,4,soare 01010,cloot 00220,bedim 20100,brood 22222,,,,,,
tuber,4,soare 00011,denet 00021,auger 02022,tuber 22222,,,,,,
shear,4,soare 20111,enmew 10000,aahed 10110,shear 22222,,,,,,
blank,4,soare 00200,plink 02022,abaca 01200,blank 22222,,,,,,
villa,4,soare 00100,clint 01100,aalii 10110,villa 22222,,,,,,
shank,4,soare 20200,clint 00020,aahed 10100,shank 22222,,,,,,
which,4,soare 00000,linch 01021,aarti 00001,which 22222,,,,,,
among,4,soare 01100,cloot 00200,abrim 20001,among 22222,,,,,,
fecal,4,soare 00101,datal 00022,abuna 10000,fecal 22222,,,,,,
shell,4,soare 20001,clipt 01000,dwalm 00010,shell 22222,,,,,,
would,4,soare 02000,linty 10000,ached 00002,would 22222,,,,,,
rabbi,4,soare 00110,raita 22100,aband 11000,rabbi 22222,,,,,,
agony,4,soare 01100,cloot 00200,abrim 20000,agony 22222,,,,,,
bushy,4,soare 10000,hists 10200,abamp 01000,bushy 22222,,,,,,
swoon,4,soare 21000,cloot 00220,knosp 01110,swoon 22222,,,,,,
plane,4,soare 00202,flimp 02001,aceta 10100,plane 22222,,,,,,
crown,4,soare 01010,cloot 20200,adhan 00002,crown 22222,,,,,,
urban,4,soare 00110,raita 11000,adman 00022,urban 22222,,,,,,
snide,4,soare 20002,clipt 00200,aahed 00011,snide 22222,,,,,,
relay,4,soare 00111,talar 00221,abaya 10010,relay 22222,,,,,,
abide,4,soare 00102,gault 01000,abaka 22000,abide 22222,,,,,,
viola,4,soare 01100,cloot 01200,aahed 10000,viola 22222,,,,,,
amass,4,soare 10100,lassi 01120,aahed 10000,amass 22222,,,,,,
trick,4,soare 00010,cuing 10200,bepat 00001,trick 22222,,,,,,
tutor,4,soare 01010,cloot 00021,abmho 00001,tutor 22222,,,,,,
woody,4,soare 01000,clint 00000,wedgy 20102,woody 22222,,,,,,
grief,4,soare 00011,denet 00020,bilgy 01010,grief 22222,,,,,,
disco,4,soare 11000,gisms 02200,aahed 00001,disco 22222,,,,,,
beach,4,soare 00201,letch 02022,abaca 01220,beach 22222,,,,,,
sauna,4,soare 20100,dault 01200,aahed 12000,sauna 22222,,,,,,
clued,4,soare 00001,denet 10020,aalii 00100,clued 22222,,,,,,
creep,4,soare 00011,denet 01020,pucer 10111,creep 22222,,,,,,
caste,4,soare 10102,balti 02020,cahow 22000,caste 22222,,,,,,
snuff,4,soare 20000,plink 00010,abaft 00010,snuff 22222,,,,,,
frock,4,soare 01010,cloot 10200,abaca 00020,frock 22222,,,,,,
drunk,4,soare 00010,cuing 01020,abaft 00000,drunk 22222,,,,,,
prong,4,soare 01010,cloot 00200,dwang 00022,prong 22222,,,,,,
halve,4,soare 00102,gault 02010,ached 10110,halve 22222,,,,,,
buyer,4,soare 00011,denet 00020,bilgy 20001,buyer 22222,,,,,,
smell,4,soare 20001,clipt 01000,dwalm 00011,smell 22222,,,,,,
adage,4,soare 00102,gault 11000,aahed 10011,adage 22222,,,,,,
worry,4,soare 02010,curdy 00102,aalii 00000,worry 22222,,,,,,
tasty,4,soare 10100,lassi 02200,hanap 02000,tasty 22222,,,,,,
local,4,soare 02100,nidal 00021,abaca 10010,local 22222,,,,,,
finch,4,soare 00000,linch 02222,cowps 10000,finch 22222,,,,,,
