dream,4,slate 00101,cyber 00011,drown 22000,dream 22222,,,,
vomit,4,slate 00010,trout 00102,pound 02000,vomit 22222,,,,
ombre,4,slate 00002,doing 01000,bravo 11001,ombre 22222,,,,
fanny,4,slate 00100,minor 00100,canny 02222,fanny 22222,,,,
there,4,slate 00011,deter 01111,bench 01001,there 22222,,,,
glyph,4,slate 02000,frock 00000,bench 00002,glyph 22222,,,,
pooch,4,slate 00000,round 01000,boozy 02200,pooch 22222,,,,
hippy,4,slate 00000,round 00000,champ 01001,hippy 22222,,,,
folly,4,slate 01000,golly 02222,fjord 20100,folly 22222,,,,
threw,4,slate 00011,deter 00121,rebut 11001,threw 22222,,,,
inane,4,slate 00202,brick 00100,cigar 01010,inane 22222,,,,
shock,4,slate 20000,corny 11000,humph 10000,shock 22222,,,,
crave,4,slate 00202,brick 02010,naval 01100,crave 22222,,,,
valve,4,slate 01102,vapid 12000,humph 00000,valve 22222,,,,
skimp,4,slate 20000,corny 00000,humph 00110,skimp 22222,,,,
rainy,4,slate 00100,minor 01101,cigar 01011,rainy 22222,,,,
pique,4,slate 00002,doing 00100,rebut 01020,pique 22222,,,,
aging,4,slate 00100,minor 01100,lying 00221,aging 22222,,,,
opium,4,slate 00000,round 01100,bring 00200,opium 22222,,,,
stuck,4,slate 20010,input 00011,focal 00100,stuck 22222,,,,
recut,4,slate 00011,deter 02101,mimic 00001,recut 22222,,,,
genre,4,slate 00001,diner 00211,cigar 00101,genre 22222,,,,
plume,4,slate 02002,bingo 00000,humph 01110,plume 22222,,,,
count,4,slate 00010,trout 00112,model 02000,count 22222,,,,
total,4,slate 01110,afoul 10102,bench 00000,total 22222,,,,
mocha,4,slate 00100,minor 20010,focal 02210,mocha 22222,,,,
study,4,slate 20010,input 00011,focal 00000,study 22222,,,,
lover,4,slate 01001,newer 00022,linen 20020,lover 22222,,,,
safer,4,slate 20101,sperm 20110,focal 10010,safer 22222,,,,
rivet,4,slate 00011,deter 00121,rebut 21002,rivet 22222,,,,
mound,4,slate 00000,round 02222,humph 01100,mound 22222,,,,
pagan,4,slate 00100,minor 00100,canny 01100,pagan 22222,,,,
swine,4,slate 20002,chirp 00200,awake 02002,swine 22222,,,,
equip,4,slate 00001,diner 01010,cigar 01000,equip 22222,,,,
tough,4,slate 00010,trout 20110,cigar 00100,tough 22222,,,,
covet,4,slate 00011,deter 00120,totem 12020,covet 22222,,,,
udder,4,slate 00001,diner 10022,rebut 11010,udder 22222,,,,
lunch,4,slate 01000,golly 00100,prude 00100,lunch 22222,,,,
manga,4,slate 00100,minor 20200,sissy 00000,manga 22222,,,,
melee,4,slate 01001,newer 01020,humph 00100,melee 22222,,,,
paste,4,slate 10122,bench 01000,humph 00010,paste 22222,,,,
given,4,slate 00001,diner 02120,cigar 02100,given 22222,,,,
octet,4,slate 00011,deter 00120,totem 11220,octet 22222,,,,
groan,4,slate 00100,minor 00111,cigar 00121,groan 22222,,,,
leaky,4,slate 01201,leery 22002,awake 00221,leaky 22222,,,,
carve,4,slate 00102,grind 01000,naval 02100,carve 22222,,,,
honey,4,slate 00001,diner 00220,humph 20000,honey 22222,,,,
sheen,4,slate 20001,cheer 02220,humph 10000,sheen 22222,,,,
slick,4,slate 22000,groin 00010,cigar 11000,slick 22222,,,,
derby,4,slate 00001,diner 20011,cigar 00001,derby 22222,,,,
erupt,4,slate 00011,deter 01101,colon 00000,erupt 22222,,,,
price,4,slate 00002,doing 00200,champ 10001,price 22222,,,,
spawn,4,slate 20200,prick 10000,humph 00010,spawn 22222,,,,
filmy,4,slate 01000,golly 00202,karma 00020,filmy 22222,,,,
stack,4,slate 20210,print 00001,cigar 10010,stack 22222,,,,
ardor,4,slate 00100,minor 00021,adobe 21100,ardor 22222,,,,
nanny,4,slate 00100,minor 00100,canny 02122,nanny 22222,,,,
woozy,4,slate 00000,round 01000,boozy 02222,woozy 22222,,,,
handy,4,slate 00100,minor 00200,bench 00201,handy 22222,,,,
ditto,4,slate 00010,trout 10101,cigar 02000,ditto 22222,,,,
stank,4,slate 20210,print 00021,awake 00210,stank 22222,,,,
cream,4,slate 00101,cyber 20011,humph 00100,cream 22222,,,,
valor,4,slate 01100,minor 00022,rebut 10000,valor 22222,,,,
angle,4,slate 01102,vapid 01000,karma 01000,angle 22222,,,,
muddy,4,slate 00000,round 00101,dumpy 12102,muddy 22222,,,,
reply,4,slate 01001,newer 02001,cigar 00001,reply 22222,,,,
prone,4,slate 00002,doing 01020,pride 22002,prone 22222,,,,
shade,4,slate 20202,perch 01001,vodka 00101,shade 22222,,,,
onion,4,slate 00000,round 01010,linen 01102,onion 22222,,,,
dowel,4,slate 01001,newer 00220,evade 10010,dowel 22222,,,,
couch,4,slate 00000,round 02200,cluck 20220,couch 22222,,,,
palsy,4,slate 11100,naval 02001,sissy 00022,palsy 22222,,,,
bowel,4,slate 01001,newer 00220,evade 10000,bowel 22222,,,,
evoke,4,slate 00001,diner 00010,emcee 20002,evoke 22222,,,,
creek,4,slate 00001,diner 00011,pence 01011,creek 22222,,,,
lance,4,slate 01102,vapid 02000,cigar 10010,lance 22222,,,,
eagle,4,slate 01101,nerdy 01000,mogul 00201,eagle 22222,,,,
idiot,4,slate 00010,trout 00102,pound 01001,idiot 22222,,,,
siren,4,slate 20001,cheer 00021,cigar 02001,siren 22222,,,,
built,4,slate 01010,ought 02002,rebut 00112,built 22222,,,,
embed,4,slate 00001,diner 10010,tweed 00122,embed 22222,,,,
award,4,slate 00100,minor 00001,parry 01020,award 22222,,,,
dross,4,slate 10000,missy 00120,cigar 00001,dross 22222,,,,
annul,4,slate 01100,minor 00100,rebut 00020,annul 22222,,,,
goody,4,slate 00000,round 01001,grime 20000,goody 22222,,,,
patio,4,slate 00110,taint 12100,cigar 01010,patio 22222,,,,
lymph,4,slate 01000,golly 00101,cigar 00000,lymph 22222,,,,
edify,4,slate 00001,diner 11010,cigar 01000,edify 22222,,,,
vapor,4,slate 00100,minor 00022,humph 00010,vapor 22222,,,,
crock,4,slate 00000,round 11000,frock 02212,crock 22222,,,,
chaff,4,slate 00200,crowd 20000,feign 10000,chaff 22222,,,,
queer,4,slate 00001,diner 00012,humph 02000,queer 22222,,,,
venom,4,slate 00001,diner 00210,humph 00100,venom 22222,,,,
acorn,4,slate 00100,minor 00111,cigar 10011,acorn 22222,,,,
aping,4,slate 00100,minor 01100,lying 00222,aping 22222,,,,
pushy,4,slate 10000,missy 00202,humph 12010,pushy 22222,,,,
tamer,4,slate 00111,creek 01020,patch 02100,tamer 22222,,,,
hater,4,slate 00111,creek 01020,patch 02201,hater 22222,,,,
mania,4,slate 00100,minor 21200,cigar 01010,mania 22222,,,,
awoke,4,slate 00102,grind 00000,aback 20001,awoke 22222,,,,
brawn,4,slate 00200,crowd 02020,rebut 10100,brawn 22222,,,,
swift,4,slate 20010,input 10002,fresh 10010,swift 22222,,,,
exile,4,slate 01001,newer 01010,cigar 01000,exile 22222,,,,
birch,4,slate 00000,round 10000,perch 00222,birch 22222,,,,
lucky,4,slate 01000,golly 00102,cigar 10000,lucky 22222,,,,
risky,4,slate 10000,missy 02202,humph 00000,risky 22222,,,,
ghost,4,slate 10010,foist 01022,cigar 00100,ghost 22222,,,,
borax,4,slate 00100,minor 00011,focal 02020,borax 22222,,,,
lurch,4,slate 01000,golly 00100,prude 01100,lurch 22222,,,,
about,4,slate 00110,taint 01002,fjord 00200,about 22222,,,,
savvy,4,slate 20100,corny 00002,humph 00000,savvy 22222,,,,
toxin,4,slate 00010,trout 20100,panic 00120,toxin 22222,,,,
tunic,4,slate 00010,trout 20010,humph 02000,tunic 22222,,,,
inlay,4,slate 01100,minor 01100,cigar 01020,inlay 22222,,,,
chump,4,slate 00000,round 00200,cigar 20000,chump 22222,,,,
lanky,4,slate 01100,minor 00200,focal 00011,lanky 22222,,,,
cress,4,slate 10001,rupee 10010,focal 00100,cress 22222,,,,
kitty,4,slate 00010,trout 10001,bawdy 00002,kitty 22222,,,,
moron,4,slate 00000,round 11010,birch 00200,moron 22222,,,,
tenet,4,slate 00011,deter 02120,cigar 00000,tenet 22222,,,,
place,4,slate 02202,bring 00000,humph 00010,place 22222,,,,
lobby,4,slate 01000,golly 02102,cigar 00000,lobby 22222,,,,
plush,4,slate 12000,floss 02020,rebut 00010,plush 22222,,,,
blink,4,slate 02000,frock 00002,cigar 01000,blink 22222,,,,
clung,4,slate 02000,frock 00010,cigar 20100,clung 22222,,,,
croup,4,slate 00000,round 11100,champ 20002,croup 22222,,,,
clink,4,slate 02000,frock 00012,cigar 21000,clink 22222,,,,
nerve,4,slate 00001,diner 00111,groin 01001,nerve 22222,,,,
crook,4,slate 00000,round 11000,frock 02112,crook 22222,,,,
china,4,slate 00100,minor 01100,lying 00220,china 22222,,,,
ridge,4,slate 00002,doing 10101,cigar 02101,ridge 22222,,,,
vowel,4,slate 01001,newer 00220,evade 11000,vowel 22222,,,,
icing,4,slate 00000,round 00020,cigar 11100,icing 22222,,,,
spiny,4,slate 20000,corny 00022,humph 00010,spiny 22222,,,,
rabid,4,slate 00100,minor 01001,badly 12100,rabid 22222,,,,
poppy,4,slate 00000,round 02000,champ 00001,poppy 22222,,,,
budge,4,slate 00002,doing 10001,fjord 00001,budge 22222,,,,
dowdy,4,slate 00000,round 02001,grade 00010,dowdy 22222,,,,
quell,4,slate 01001,newer 01000,dally 00120,quell 22222,,,,
paler,4,slate 01101,nerdy 01100,belly 01200,paler 22222,,,,
swore,4,slate 20002,chirp 00020,awake 02002,swore 22222,,,,
rebar,4,slate 00101,cyber 00211,cigar 00021,rebar 22222,,,,
scuba,4,slate 20100,corny 10000,cigar 10010,scuba 22222,,,,
horny,4,slate 00000,round 12020,cigar 00001,horny 22222,,,,
doing,4,slate 00000,round 02021,cigar 01100,doing 22222,,,,
ozone,4,slate 00002,doing 01020,pride 00002,ozone 22222,,,,
amply,4,slate 01100,minor 10000,awake 20000,amply 22222,,,,
beset,4,slate 10011,crust 00012,rebut 01102,beset 22222,,,,
queue,4,slate 00001,diner 00010,emcee 10002,queue 22222,,,,
magic,4,slate 00100,minor 21000,cigar 11210,magic 22222,,,,
llama,4,slate 01100,minor 10000,awake 10200,llama 22222,,,,
whisk,4,slate 10000,missy 01020,bench 00001,whisk 22222,,,,
hovel,4,slate 01001,newer 00020,model 02022,hovel 22222,,,,
rehab,4,slate 00101,cyber 00111,grade 01101,rehab 22222,,,,
sigma,4,slate 20100,corny 00000,cigar 02210,sigma 22222,,,,
sushi,4,slate 10000,missy 01100,cigar 01000,sushi 22222,,,,
brain,4,slate 00200,crowd 02000,gripe 02100,brain 22222,,,,
buddy,4,slate 00000,round 00101,dumpy 12002,buddy 22222,,,,
thump,4,slate 00010,trout 20010,humph 11110,thump 22222,,,,
candy,4,slate 00100,minor 00200,bench 00210,candy 22222,,,,
chord,4,slate 00000,round 11002,dwarf 10020,chord 22222,,,,
basin,4,slate 10100,missy 01200,cigar 01010,basin 22222,,,,
march,4,slate 00100,minor 20001,cigar 10011,march 22222,,,,
crowd,4,slate 00000,round 11002,dwarf 11010,crowd 22222,,,,
arbor,4,slate 00100,minor 00021,adobe 20110,arbor 22222,,,,
gayly,4,slate 01100,minor 00000,pudgy 00011,gayly 22222,,,,
musky,4,slate 10000,missy 20202,humph 02100,musky 22222,,,,
dally,4,slate 01100,minor 00000,pudgy 00102,dally 22222,,,,
stung,4,slate 20010,input 01011,stink 22020,stung 22222,,,,
ruler,4,slate 01001,newer 00021,cigar 00001,ruler 22222,,,,
blond,4,slate 02000,frock 00200,awake 00000,blond 22222,,,,
ennui,4,slate 00001,diner 01110,brink 00110,ennui 22222,,,,
fluid,4,slate 02000,frock 20000,cigar 01000,fluid 22222,,,,
zebra,4,slate 00101,cyber 00211,cigar 00011,zebra 22222,,,,
bluer,4,slate 02001,fried 01020,cigar 00002,bluer 22222,,,,
aider,4,slate 00101,cyber 00022,gawky 01000,aider 22222,,,,
shook,4,slate 20000,corny 01000,spike 20010,shook 22222,,,,
river,4,slate 00001,diner 02021,humph 00000,river 22222,,,,
privy,4,slate 00000,round 10000,perch 20100,privy 22222,,,,
frisk,4,slate 10000,missy 01020,bench 00000,frisk 22222,,,,
bongo,4,slate 00000,round 01010,linen 00200,bongo 22222,,,,
begun,4,slate 00001,diner 00110,embed 10100,begun 22222,,,,
azure,4,slate 00102,grind 01000,naval 01000,azure 22222,,,,
weave,4,slate 00201,hardy 01000,cigar 00010,weave 22222,,,,
braid,4,slate 00200,crowd 02002,bench 20000,braid 22222,,,,
wryly,4,slate 01000,golly 00021,awake 01000,wryly 22222,,,,
ocean,4,slate 00101,cyber 10010,humph 00000,ocean 22222,,,,
bloom,4,slate 02000,frock 00100,grade 00000,bloom 22222,,,,
woken,4,slate 00001,diner 00120,mucky 00010,woken 22222,,,,
wreck,4,slate 00001,diner 00011,pence 01020,wreck 22222,,,,
smack,4,slate 20200,prick 00022,humph 00100,smack 22222,,,,
amaze,4,slate 00102,grind 00000,aback 20200,amaze 22222,,,,
hazel,4,slate 01101,nerdy 01000,mogul 00002,hazel 22222,,,,
jolly,4,slate 01000,golly 02222,fjord 01100,jolly 22222,,,,
civil,4,slate 01000,golly 00100,prude 00000,civil 22222,,,,
relax,4,slate 01101,nerdy 02100,cigar 00021,relax 22222,,,,
beech,4,slate 00001,diner 00010,emcee 10110,beech 22222,,,,
jetty,4,slate 00011,deter 02100,print 00001,jetty 22222,,,,
vocal,4,slate 01100,minor 00010,fully 00100,vocal 22222,,,,
dolly,4,slate 01000,golly 02222,fjord 00101,dolly 22222,,,,
eight,4,slate 00011,deter 01100,feign 01110,eight 22222,,,,
event,4,slate 00011,deter 01110,evade 12000,event 22222,,,,
worst,4,slate 10010,foist 02022,cigar 00001,worst 22222,,,,
sweep,4,slate 20001,cheer 00220,awake 02001,sweep 22222,,,,
anime,4,slate 00102,grind 00210,humph 00100,anime 22222,,,,
leafy,4,slate 01201,leery 22002,awake 00201,leafy 22222,,,,
pudgy,4,slate 00000,round 00101,dumpy 12012,pudgy 22222,,,,
waive,4,slate 00102,grind 00200,humph 00000,waive 22222,,,,
choir,4,slate 00000,round 11000,frock 01210,choir 22222,,,,
stood,4,slate 20010,input 00001,karma 00000,stood 22222,,,,
outgo,4,slate 00010,trout 10110,cigar 00100,outgo 22222,,,,
ideal,4,slate 01101,nerdy 01010,cigar 01020,ideal 22222,,,,
seize,4,slate 20001,cheer 00110,cigar 01000,seize 22222,,,,
laugh,4,slate 01100,minor 00000,pudgy 01020,laugh 22222,,,,
sieve,4,slate 20001,cheer 00100,cigar 02000,sieve 22222,,,,
grape,4,slate 00202,brick 02000,dumpy 00020,grape 22222,,,,
noose,4,slate 10002,porch 01000,feign 01001,noose 22222,,,,
hardy,4,slate 00100,minor 00001,parry 02202,hardy 22222,,,,
drawl,4,slate 01200,incur 00001,rebut 10000,drawl 22222,,,,
putty,4,slate 00010,trout 10011,humph 02010,putty 22222,,,,
strut,4,slate 20010,input 00021,cigar 00001,strut 22222,,,,
crick,4,slate 00000,round 10000,perch 00110,crick 22222,,,,
vixen,4,slate 00001,diner 02120,cigar 02000,vixen 22222,,,,
cough,4,slate 00000,round 02200,cluck 20200,cough 22222,,,,
naive,4,slate 00102,grind 00210,humph 00000,naive 22222,,,,
stork,4,slate 20010,input 00001,karma 10100,stork 22222,,,,
check,4,slate 00001,diner 00010,emcee 10100,check 22222,,,,
prime,4,slate 00002,doing 00200,champ 00021,prime 22222,,,,
outer,4,slate 00011,deter 00222,focal 01000,outer 22222,,,,
furry,4,slate 00000,round 10100,birch 00100,furry 22222,,,,
razor,4,slate 00100,minor 00021,adobe 10100,razor 22222,,,,
evict,4,slate 00011,deter 01100,feign 01200,evict 22222,,,,
imply,4,slate 01000,golly 00022,cigar 01000,imply 22222,,,,
demur,4,slate 00001,diner 20012,rebut 12020,demur 22222,,,,
haven,4,slate 00101,cyber 00020,whoop 01000,haven 22222,,,,
cavil,4,slate 01100,minor 01000,radio 02020,cavil 22222,,,,
swear,4,slate 20101,sperm 20210,humph 00000,swear 22222,,,,
crump,4,slate 00000,round 10200,humph 01110,crump 22222,,,,
gavel,4,slate 01101,nerdy 01000,mogul 00102,gavel 22222,,,,
wagon,4,slate 00100,minor 00120,cigar 00210,wagon 22222,,,,
harem,4,slate 00101,cyber 00021,nymph 00101,harem 22222,,,,
pitch,4,slate 00010,trout 10000,humph 00012,pitch 22222,,,,
sworn,4,slate 20000,corny 01110,humph 00000,sworn 22222,,,,
pupil,4,slate 01000,golly 00100,prude 10100,pupil 22222,,,,
excel,4,slate 01001,newer 01020,humph 00000,excel 22222,,,,
cabin,4,slate 00100,minor 01100,lying 00110,cabin 22222,,,,
unzip,4,slate 00000,round 00110,pinch 11100,unzip 22222,,,,
queen,4,slate 00001,diner 00110,embed 10020,queen 22222,,,,
storm,4,slate 20010,input 00001,karma 00110,storm 22222,,,,
until,4,slate 01010,ought 01001,cigar 01000,until 22222,,,,
taper,4,slate 00111,creek 01020,patch 12100,taper 22222,,,,
child,4,slate 01000,golly 00020,quiet 00200,child 22222,,,,
adopt,4,slate 00110,taint 01002,fjord 00201,adopt 22222,,,,
minor,4,slate 00000,round 11010,birch 02100,minor 22222,,,,
husky,4,slate 10000,missy 00202,humph 22000,husky 22222,,,,
filet,4,slate 01011,wheel 00021,cigar 02000,filet 22222,,,,
tread,4,slate 00111,creek 02200,grade 02111,tread 22222,,,,
regal,4,slate 01101,nerdy 02100,cigar 00221,regal 22222,,,,
guest,4,slate 10011,crust 00122,cigar 00100,guest 22222,,,,
murky,4,slate 00000,round 10100,birch 00200,murky 22222,,,,
hoist,4,slate 10010,foist 02222,humph 20000,hoist 22222,,,,
buxom,4,slate 00000,round 01100,bring 20000,buxom 22222,,,,
inner,4,slate 00001,diner 01122,focal 00000,inner 22222,,,,
otter,4,slate 00011,deter 00122,ought 20001,otter 22222,,,,
dimly,4,slate 01000,golly 00022,cigar 02000,dimly 22222,,,,
level,4,slate 01001,newer 02020,naval 00201,level 22222,,,,
sumac,4,slate 20100,corny 10000,cigar 10020,sumac 22222,,,,
arena,4,slate 00101,cyber 00011,drown 02001,arena 22222,,,,
sheet,4,slate 20011,print 00002,humph 10000,sheet 22222,,,,
scrub,4,slate 20000,corny 10200,rebut 10120,scrub 22222,,,,
fancy,4,slate 00100,minor 00200,bench 00220,fancy 22222,,,,
slimy,4,slate 22000,groin 00010,cigar 01000,slimy 22222,,,,
porch,4,slate 00000,round 12000,humph 00012,porch 22222,,,,
dingo,4,slate 00000,round 01011,cigar 02100,dingo 22222,,,,
amble,4,slate 01102,vapid 01000,karma 01010,amble 22222,,,,
bread,4,slate 00101,cyber 00111,grade 02111,bread 22222,,,,
friar,4,slate 00100,minor 01001,badly 01000,friar 22222,,,,
dairy,4,slate 00100,minor 01001,badly 02102,dairy 22222,,,,
quill,4,slate 01000,golly 00120,frock 00000,quill 22222,,,,
cross,4,slate 10000,missy 00120,cigar 20001,cross 22222,,,,
brood,4,slate 00000,round 11002,dwarf 10010,brood 22222,,,,
tuber,4,slate 00011,deter 00122,ought 02001,tuber 22222,,,,
shear,4,slate 20101,sperm 20210,humph 10000,shear 22222,,,,
villa,4,slate 01100,minor 02000,cigar 02010,villa 22222,,,,
piggy,4,slate 00000,round 00000,champ 00001,piggy 22222,,,,
freak,4,slate 00101,cyber 00011,drown 02000,freak 22222,,,,
which,4,slate 00000,round 00000,champ 11000,which 22222,,,,
among,4,slate 00100,minor 10110,awake 20000,among 22222,,,,
fecal,4,slate 01101,nerdy 02000,cigar 10020,fecal 22222,,,,
would,4,slate 01000,golly 02020,cigar 00000,would 22222,,,,
large,4,slate 01102,vapid 02000,cigar 00111,large 22222,,,,
rabbi,4,slate 00100,minor 01001,badly 12000,rabbi 22222,,,,
amuse,4,slate 10102,crimp 00010,rebut 01010,amuse 22222,,,,
bushy,4,slate 10000,missy 00202,humph 12000,bushy 22222,,,,
swoon,4,slate 20000,corny 01010,whelp 10000,swoon 22222,,,,
crown,4,slate 00000,round 11010,birch 00110,crown 22222,,,,
urban,4,slate 00100,minor 00101,cigar 00021,urban 22222,,,,
snide,4,slate 20002,chirp 00200,awake 00002,snide 22222,,,,
rajah,4,slate 00100,minor 00001,parry 01100,rajah 22222,,,,
woody,4,slate 00000,round 01001,grime 00000,woody 22222,,,,
grief,4,slate 00001,diner 01021,cigar 01101,grief 22222,,,,
disco,4,slate 10000,missy 02200,cigar 12000,disco 22222,,,,
where,4,slate 00001,diner 00011,pence 01002,where 22222,,,,
beach,4,slate 00201,hardy 11000,rebut 02100,beach 22222,,,,
comic,4,slate 00000,round 02000,champ 10010,comic 22222,,,,
creep,4,slate 00001,diner 00011,pence 11011,creep 22222,,,,
snuff,4,slate 20000,corny 00010,cigar 00000,snuff 22222,,,,
gonad,4,slate 00100,minor 00210,cigar 00120,gonad 22222,,,,
prong,4,slate 00000,round 11020,spicy 01000,prong 22222,,,,
lurid,4,slate 01000,golly 00100,prude 01110,lurid 22222,,,,
halve,4,slate 01102,vapid 12000,humph 20000,halve 22222,,,,
buyer,4,slate 00001,diner 00022,pooch 00000,buyer 22222,,,,
vinyl,4,slate 01000,golly 00101,cigar 02000,vinyl 22222,,,,
adage,4,slate 00102,grind 10001,rebut 01000,adage 22222,,,,
worry,4,slate 00000,round 12000,humph 00000,worry 22222,,,,
local,4,slate 01100,minor 00010,fully 00110,local 22222,,,,
gaunt,4,slate 00110,taint 02022,dough 00210,gaunt 22222,,,,
adorn,4,slate 00100,minor 00111,cigar 00011,adorn 22222,,,,
grunt,4,slate 00010,trout 02012,cigar 00101,grunt 22222,,,,
snoop,4,slate 20000,corny 01010,whelp 00002,snoop 22222,,,,
party,4,slate 00120,corny 00202,humph 00010,party 22222,,,,
touch,4,slate 00010,trout 20110,cigar 10000,touch 22222,,,,
mafia,4,slate 00100,minor 21000,cigar 01010,mafia 22222,,,,
array,4,slate 00100,minor 00001,parry 01102,array 22222,,,,
vapid,4,slate 00100,minor 01000,humph 00010,vapid 22222,,,,
jelly,4,slate 01001,newer 02000,belly 02222,jelly 22222,,,,
skulk,4,slate 21000,willy 00020,cigar 00000,skulk 22222,,,,
cyber,4,slate 00001,diner 00022,pooch 00010,cyber 22222,,,,
tardy,4,slate 00110,taint 22000,fibre 00010,tardy 22222,,,,
notch,4,slate 00010,trout 10100,bench 00122,notch 22222,,,,
hitch,4,slate 00010,trout 10000,humph 20002,hitch 22222,,,,
puree,4,slate 00001,diner 00011,pence 21002,puree 22222,,,,
venue,4,slate 00001,diner 00210,humph 01000,venue 22222,,,,
swarm,4,slate 20200,prick 01000,humph 00100,swarm 22222,,,,
offer,4,slate 00001,diner 00022,pooch 01000,offer 22222,,,,
seven,4,slate 20001,cheer 00120,humph 00000,seven 22222,,,,
dryly,4,slate 01000,golly 00021,awake 00000,dryly 22222,,,,
drank,4,slate 00200,crowd 02001,cigar 00011,drank 22222,,,,
acrid,4,slate 00100,minor 01001,badly 01100,acrid 22222,,,,
theta,4,slate 00111,creek 00200,whelp 02200,theta 22222,,,,
junto,4,slate 00020,briny 00010,rebut 00011,junto 22222,,,,
pixie,4,slate 00002,doing 00100,rebut 01000,pixie 22222,,,,
quoth,4,slate 00020,briny 00000,humph 02002,quoth 22222,,,,
bonus,4,slate 10000,missy 00100,cigar 00000,bonus 22222,,,,
penne,4,slate 00001,diner 00110,embed 10010,penne 22222,,,,
amend,4,slate 00101,cyber 00010,unfed 01012,amend 22222,,,,
datum,4,slate 00110,taint 12000,humph 01100,datum 22222,,,,
build,4,slate 01000,golly 00020,quiet 02200,build 22222,,,,
piano,4,slate 00200,crowd 00100,cigar 02010,piano 22222,,,,
suing,4,slate 20000,corny 00020,cluck 00100,suing 22222,,,,
coral,4,slate 01100,minor 00011,cigar 20021,coral 22222,,,,
ramen,4,slate 00101,cyber 00021,nymph 10200,ramen 22222,,,,
worth,4,slate 00020,briny 01000,awake 01000,worth 22222,,,,
infer,4,slate 00001,diner 01122,focal 10000,infer 22222,,,,
overt,4,slate 00011,deter 01101,colon 01000,overt 22222,,,,
mayor,4,slate 00100,minor 20022,sissy 00001,mayor 22222,,,,
poise,4,slate 10002,porch 22000,cigar 01000,poise 22222,,,,
randy,4,slate 00100,minor 00201,cigar 00011,randy 22222,,,,
chuck,4,slate 00000,round 00200,cigar 10000,chuck 22222,,,,
prank,4,slate 00200,crowd 02000,gripe 02010,prank 22222,,,,
fishy,4,slate 10000,missy 02202,humph 10000,fishy 22222,,,,
tooth,4,slate 00010,trout 10100,bench 00002,tooth 22222,,,,
idler,4,slate 01001,newer 00022,linen 11020,idler 22222,,,,
stint,4,slate 20010,input 11001,stink 21220,stint 22222,,,,
apply,4,slate 01100,minor 00000,pudgy 10002,apply 22222,,,,
radar,4,slate 00100,minor 00001,parry 01110,radar 22222,,,,
credo,4,slate 00001,diner 10011,beefy 00200,credo 22222,,,,
aware,4,slate 00102,grind 01000,naval 01010,aware 22222,,,,
canon,4,slate 00100,minor 00120,cigar 20010,canon 22222,,,,
shift,4,slate 20010,input 10002,fresh 10011,shift 22222,,,,
timer,4,slate 00011,deter 00122,ought 00001,timer 22222,,,,
bylaw,4,slate 01100,minor 00000,pudgy 00001,bylaw 22222,,,,
serum,4,slate 20001,cheer 00101,cigar 00001,serum 22222,,,,
three,4,slate 00011,deter 01121,evade 10002,three 22222,,,,
shirk,4,slate 20000,corny 00100,humph 10000,shirk 22222,,,,
puppy,4,slate 00000,round 00100,pygmy 10002,puppy 22222,,,,
joist,4,slate 10010,foist 02222,humph 00000,joist 22222,,,,
beget,4,slate 00011,deter 02120,cigar 00200,beget 22222,,,,
adept,4,slate 00111,creek 00200,whelp 00201,adept 22222,,,,
stunt,4,slate 20010,input 01011,stink 21020,stunt 22222,,,,
topaz,4,slate 00110,taint 21000,sissy 00000,topaz 22222,,,,
chore,4,slate 00002,doing 01000,bravo 01001,chore 22222,,,,
fluke,4,slate 02002,bingo 00000,humph 01000,fluke 22222,,,,
afoot,4,slate 00110,taint 01002,fjord 10100,afoot 22222,,,,
dense,4,slate 10001,rupee 00012,blush 00020,dense 22222,,,,
jumbo,4,slate 00000,round 01100,bring 10000,jumbo 22222,,,,
avail,4,slate 01100,minor 01000,radio 01020,avail 22222,,,,
short,4,slate 20010,input 00002,cigar 00001,short 22222,,,,
loyal,4,slate 01100,minor 00010,fully 00111,loyal 22222,,,,
conch,4,slate 00000,round 02010,helix 10000,conch 22222,,,,
tempo,4,slate 00011,deter 02100,print 10001,tempo 22222,,,,
droop,4,slate 00000,round 11001,sissy 00000,droop 22222,,,,
plunk,4,slate 02000,frock 00002,cigar 00000,plunk 22222,,,,
afoul,4,slate 01100,minor 00010,fully 11100,afoul 22222,,,,
steep,4,slate 20011,print 10001,rebut 01001,steep 22222,,,,
stake,4,slate 20212,vigor 00000,awake 00222,stake 22222,,,,
dwell,4,slate 01001,newer 01100,dwarf 22000,dwell 22222,,,,
knave,4,slate 00202,brick 00001,rebut 01000,knave 22222,,,,
motif,4,slate 00010,trout 10100,bench 00000,motif 22222,,,,
smash,4,slate 10200,brush 00012,humph 00102,smash 22222,,,,
broil,4,slate 01000,golly 01100,dwarf 00010,broil 22222,,,,
shove,4,slate 20002,chirp 02000,evade 01002,shove 22222,,,,
baggy,4,slate 00100,minor 00000,bawdy 22002,baggy 22222,,,,
mammy,4,slate 00100,minor 10000,gamma 02120,mammy 22222,,,,
swamp,4,slate 20200,prick 10000,humph 00110,swamp 22222,,,,
wager,4,slate 00101,cyber 00022,gawky 12100,wager 22222,,,,
quack,4,slate 00200,crowd 10000,rebut 00010,quack 22222,,,,
snaky,4,slate 20200,prick 00001,humph 00000,snaky 22222,,,,
debit,4,slate 00011,deter 22100,rebut 02202,debit 22222,,,,
