idiot,4,soare 01000,clint 00102,abamp 00000,idiot 22222,,,,,,,
siren,4,soare 20011,hewer 00021,surer 20220,siren 22222,,,,,,,
built,4,soare 00000,linch 11000,guilt 02222,built 22222,,,,,,,
embed,4,soare 00001,denet 11020,bleed 10122,embed 22222,,,,,,,
annul,4,soare 00100,clint 01010,abaka 20000,annul 22222,,,,,,,
goody,4,soare 01000,clint 00000,wedgy 00112,goody 22222,,,,,,,
frown,4,soare 01010,cloot 00200,dwang 01010,frown 22222,,,,,,,
humid,4,soare 00000,linch 01001,abaft 00000,humid 22222,,,,,,,
elite,4,soare 00001,denet 01011,theme 10102,elite 22222,,,,,,,
edify,4,soare 00001,denet 11000,chewy 00102,edify 22222,,,,,,,
might,4,soare 00000,linch 02001,compt 00102,might 22222,,,,,,,
write,4,soare 00012,dript 02201,batta 00020,write 22222,,,,,,,
queer,4,soare 00011,deter 01022,abaca 00000,queer 22222,,,,,,,
stamp,4,soare 20200,clint 00001,abmho 10100,stamp 22222,,,,,,,
still,4,soare 20000,plink 01200,arett 00010,still 22222,,,,,,,
aping,4,soare 00100,clint 00220,aging 20222,aping 22222,,,,,,,
pushy,4,soare 10000,hists 10200,abamp 00001,pushy 22222,,,,,,,
tamer,4,soare 00111,talar 22002,abamp 10010,tamer 22222,,,,,,,
hater,4,soare 00111,talar 12002,ached 10120,hater 22222,,,,,,,
mania,4,soare 00100,clint 00110,aalii 12020,mania 22222,,,,,,,
brawn,4,soare 00210,clint 00010,abamp 01200,brawn 22222,,,,,,,
swift,4,soare 20000,plink 00200,ahent 00002,swift 22222,,,,,,,
exile,4,soare 00001,denet 01010,acidy 00200,exile 22222,,,,,,,
freer,4,soare 00011,deter 01021,arpen 01010,freer 22222,,,,,,,
plier,4,soare 00011,deter 00022,filch 01100,plier 22222,,,,,,,
lunar,4,soare 00110,radar 00022,abcee 10000,lunar 22222,,,,,,,
winch,4,soare 00000,linch 02222,cowps 10100,winch 22222,,,,,,,
nicer,4,soare 00011,deter 00022,filch 02010,nicer 22222,,,,,,,
toxin,4,soare 02000,linty 01110,ajies 00100,toxin 22222,,,,,,,
tunic,4,soare 00000,linch 01210,cynic 00222,tunic 22222,,,,,,,
pried,4,soare 00011,deter 10021,flimp 00201,pried 22222,,,,,,,
inlay,4,soare 00100,clint 01110,aalii 10210,inlay 22222,,,,,,,
chump,4,soare 00000,linch 00011,abmho 00110,chump 22222,,,,,,,
lanky,4,soare 00100,clint 01010,abaka 10020,lanky 22222,,,,,,,
cress,4,soare 10011,truer 02010,ached 01010,cress 22222,,,,,,,
eater,4,soare 00111,talar 12002,ached 10010,eater 22222,,,,,,,
kitty,4,soare 00000,linch 02000,dawts 00010,kitty 22222,,,,,,,
moron,4,soare 01010,cloot 00120,aahed 00000,moron 22222,,,,,,,
place,4,soare 00202,flimp 02001,aceta 11100,place 22222,,,,,,,
plush,4,soare 10000,hists 10100,abaft 00000,plush 22222,,,,,,,
vigil,4,soare 00000,linch 11000,guilt 10110,vigil 22222,,,,,,,
index,4,soare 00001,denet 10120,aswim 00010,index 22222,,,,,,,
blink,4,soare 00000,linch 11100,delft 00100,blink 22222,,,,,,,
croup,4,soare 01010,cloot 20200,adhan 00000,croup 22222,,,,,,,
clink,4,soare 00000,linch 11110,cling 22220,clink 22222,,,,,,,
juicy,4,soare 00000,linch 01020,quick 02220,juicy 22222,,,,,,,
stage,4,soare 20202,thilk 10000,agave 01202,stage 22222,,,,,,,
decay,4,soare 00101,natal 00020,aahed 10011,decay 22222,,,,,,,
nerve,4,soare 00011,deter 01001,civvy 00020,nerve 22222,,,,,,,
flier,4,soare 00011,deter 00022,filch 21100,flier 22222,,,,,,,
clean,4,soare 00101,natal 10021,glean 02222,clean 22222,,,,,,,
vowel,4,soare 02001,meynt 01000,advew 00121,vowel 22222,,,,,,,
rigor,4,soare 01010,cloot 00020,aimer 02001,rigor 22222,,,,,,,
flown,4,soare 01000,clint 02010,blown 02222,flown 22222,,,,,,,
rabid,4,soare 00110,radar 22100,abaci 11001,rabid 22222,,,,,,,
budge,4,soare 00002,guilt 12000,bajan 20000,budge 22222,,,,,,,
moldy,4,soare 02000,linty 10002,defog 10010,moldy 22222,,,,,,,
quell,4,soare 00001,denet 01000,gulch 02100,quell 22222,,,,,,,
dumpy,4,soare 00000,linch 00000,dempt 20220,dumpy 22222,,,,,,,
rebar,4,soare 00111,talar 00021,becke 12000,rebar 22222,,,,,,,
flyer,4,soare 00011,deter 00022,filch 20100,flyer 22222,,,,,,,
amply,4,soare 00100,clint 01000,dampy 01112,amply 22222,,,,,,,
beset,4,soare 10001,uneth 00110,abies 01011,beset 22222,,,,,,,
queue,4,soare 00001,denet 01010,acidy 00000,queue 22222,,,,,,,
cliff,4,soare 00000,linch 11010,bifid 01100,cliff 22222,,,,,,,
llama,4,soare 00100,clint 01000,dampy 01100,llama 22222,,,,,,,
hovel,4,soare 02001,meynt 01000,advew 00220,hovel 22222,,,,,,,
macaw,4,soare 00100,clint 10000,aahed 12000,macaw 22222,,,,,,,
spout,4,soare 21000,cloth 00210,ament 00002,spout 22222,,,,,,,
verve,4,soare 00011,deter 01001,civvy 00120,verve 22222,,,,,,,
sushi,4,soare 10000,hists 11100,whisk 01110,sushi 22222,,,,,,,
dying,4,soare 00000,linch 01100,putid 00011,dying 22222,,,,,,,
fetid,4,soare 00001,denet 12001,acted 00212,fetid 22222,,,,,,,
brain,4,soare 00210,clint 00110,aband 01210,brain 22222,,,,,,,
buddy,4,soare 00000,linch 00000,dempt 10000,buddy 22222,,,,,,,
thump,4,soare 00000,linch 00001,abaft 00001,thump 22222,,,,,,,
candy,4,soare 00100,clint 20010,canny 22202,candy 22222,,,,,,,
basin,4,soare 10100,lassi 02201,basic 22220,basin 22222,,,,,,,
march,4,soare 00110,radar 12000,aheap 11000,march 22222,,,,,,,
crowd,4,soare 01010,cloot 20200,adhan 01000,crowd 22222,,,,,,,
gayly,4,soare 00100,clint 01000,dampy 02001,gayly 22222,,,,,,,
dally,4,soare 00100,clint 01000,dampy 22002,dally 22222,,,,,,,
stung,4,soare 20000,plink 00020,agast 01011,stung 22222,,,,,,,
ruler,4,soare 00011,deter 00021,grips 01000,ruler 22222,,,,,,,
ennui,4,soare 00001,denet 01100,aliya 00100,ennui 22222,,,,,,,
fluid,4,soare 00000,linch 11000,guilt 01110,fluid 22222,,,,,,,
bluer,4,soare 00011,deter 00022,filch 00100,bluer 22222,,,,,,,
aider,4,soare 00111,talar 01002,abaci 20001,aider 22222,,,,,,,
river,4,soare 00011,deter 00021,grips 01100,river 22222,,,,,,,
privy,4,soare 00010,guilt 00200,baccy 00002,privy 22222,,,,,,,
begun,4,soare 00001,denet 02100,blain 20002,begun 22222,,,,,,,
weave,4,soare 00201,letch 01000,evade 11202,weave 22222,,,,,,,
genie,4,soare 00001,denet 01200,chimp 00100,genie 22222,,,,,,,
bloom,4,soare 01000,clint 02000,abamp 01010,bloom 22222,,,,,,,
woken,4,soare 02001,meynt 01010,navew 10021,woken 22222,,,,,,,
wreck,4,soare 00011,deter 01001,civvy 10000,wreck 22222,,,,,,,
smack,4,soare 20200,clint 10000,abamp 00210,smack 22222,,,,,,,
amaze,4,soare 00102,gault 01000,abaka 20200,amaze 22222,,,,,,,
hazel,4,soare 00101,natal 02002,abmho 10010,hazel 22222,,,,,,,
flint,4,soare 00000,linch 11100,delft 00112,flint 22222,,,,,,,
civil,4,soare 00000,linch 11010,bifid 02020,civil 22222,,,,,,,
cover,4,soare 02011,vower 12022,almah 00000,cover 22222,,,,,,,
alive,4,soare 00102,gault 01010,alike 22202,alive 22222,,,,,,,
beech,4,soare 00001,denet 01000,gulch 00022,beech 22222,,,,,,,
jetty,4,soare 00001,denet 02001,aleph 00100,jetty 22222,,,,,,,
vocal,4,soare 02100,nidal 00022,abaft 10000,vocal 22222,,,,,,,
dolly,4,soare 02000,linty 10002,defog 20010,dolly 22222,,,,,,,
eight,4,soare 00001,denet 01002,abaci 00001,eight 22222,,,,,,,
shunt,4,soare 20000,plink 00020,agast 00012,shunt 22222,,,,,,,
diver,4,soare 00011,deter 20022,diner 22022,diver 22222,,,,,,,
sweep,4,soare 20001,clipt 00010,adhan 00000,sweep 22222,,,,,,,
alley,4,soare 00101,natal 01001,aahed 20020,alley 22222,,,,,,,
creed,4,soare 00011,deter 11021,befog 01000,creed 22222,,,,,,,
anime,4,soare 00102,gault 01000,abaka 20000,anime 22222,,,,,,,
leafy,4,soare 00201,letch 22000,leaky 22202,leafy 22222,,,,,,,
pudgy,4,soare 00000,linch 00000,dempt 10010,pudgy 22222,,,,,,,
waive,4,soare 00102,gault 02000,amain 10010,waive 22222,,,,,,,
choir,4,soare 01010,cloot 20200,adhan 00100,choir 22222,,,,,,,
spoke,4,soare 21002,knelt 10100,smoke 20222,spoke 22222,,,,,,,
outgo,4,soare 01000,clint 00001,boody 01100,outgo 22222,,,,,,,
delay,4,soare 00101,natal 00021,adeem 11100,delay 22222,,,,,,,
ideal,4,soare 00101,natal 00022,bedim 01110,ideal 22222,,,,,,,
laugh,4,soare 00100,clint 01000,dampy 02000,laugh 22222,,,,,,,
sieve,4,soare 20001,clipt 00100,agene 00202,sieve 22222,,,,,,,
block,4,soare 01000,clint 12000,abaca 01020,block 22222,,,,,,,
grape,4,soare 00212,diact 00200,mikva 00001,grape 22222,,,,,,,
shied,4,soare 20001,clipt 00200,seize 21200,shied 22222,,,,,,,
putty,4,soare 00000,linch 00000,dempt 00011,putty 22222,,,,,,,
tulip,4,soare 00000,linch 11000,guilt 02111,tulip 22222,,,,,,,
crick,4,soare 00010,guilt 00200,baccy 00120,crick 22222,,,,,,,
idyll,4,soare 00000,linch 11000,guilt 00110,idyll 22222,,,,,,,
vixen,4,soare 00001,denet 00120,algin 00012,vixen 22222,,,,,,,
furor,4,soare 01010,cloot 00020,aimer 00001,furor 22222,,,,,,,
geeky,4,soare 00001,denet 01000,gulch 20000,geeky 22222,,,,,,,
cough,4,soare 02000,linty 00000,bacca 00100,cough 22222,,,,,,,
naive,4,soare 00102,gault 02000,amain 10011,naive 22222,,,,,,,
stork,4,soare 21020,nicht 00001,abysm 00010,stork 22222,,,,,,,
aunty,4,soare 00100,clint 00011,aahed 20000,aunty 22222,,,,,,,
check,4,soare 00001,denet 01000,gulch 00011,check 22222,,,,,,,
prime,4,soare 00012,dript 02210,acmes 00110,prime 22222,,,,,,,
furry,4,soare 00010,guilt 02000,acred 00100,furry 22222,,,,,,,
razor,4,soare 01110,bacon 02020,verry 00110,razor 22222,,,,,,,
evict,4,soare 00001,denet 01002,abaci 00021,evict 22222,,,,,,,
imply,4,soare 00000,linch 11000,guilt 00120,imply 22222,,,,,,,
crump,4,soare 00010,guilt 01000,abaca 00010,crump 22222,,,,,,,
dough,4,soare 02000,linty 00000,bacca 00000,dough 22222,,,,,,,
gavel,4,soare 00101,natal 02002,abmho 10000,gavel 22222,,,,,,,
wagon,4,soare 01100,cloot 00020,aboon 10022,wagon 22222,,,,,,,
nudge,4,soare 00002,guilt 12000,bajan 00001,nudge 22222,,,,,,,
harem,4,soare 00111,talar 02001,maror 12200,harem 22222,,,,,,,
pitch,4,soare 00000,linch 02022,adaws 00000,pitch 22222,,,,,,,
pupil,4,soare 00000,linch 11000,guilt 02110,pupil 22222,,,,,,,
excel,4,soare 00001,denet 01020,apeek 00120,excel 22222,,,,,,,
stony,4,soare 21000,cloth 00210,ament 00021,stony 22222,,,,,,,
unzip,4,soare 00000,linch 01100,putid 11020,unzip 22222,,,,,,,
queen,4,soare 00001,denet 01120,kneel 01220,queen 22222,,,,,,,
trout,4,soare 01010,cloot 00201,abaft 00001,trout 22222,,,,,,,
polyp,4,soare 02000,linty 10001,coyly 02110,polyp 22222,,,,,,,
storm,4,soare 21020,nicht 00001,abysm 00012,storm 22222,,,,,,,
until,4,soare 00000,linch 11100,delft 00101,until 22222,,,,,,,
taper,4,soare 00111,talar 22002,abamp 10001,taper 22222,,,,,,,
child,4,soare 00000,linch 11011,acids 01210,child 22222,,,,,,,
adopt,4,soare 01100,cloot 00202,about 20202,adopt 22222,,,,,,,
minor,4,soare 01010,cloot 00020,aimer 02102,minor 22222,,,,,,,
fatty,4,soare 00100,clint 00001,baffy 02102,fatty 22222,,,,,,,
filet,4,soare 00001,denet 00022,quiet 00122,filet 22222,,,,,,,
slime,4,soare 20002,clipt 02200,slide 22202,slime 22222,,,,,,,
glint,4,soare 00000,linch 11100,delft 00102,glint 22222,,,,,,,
regal,4,soare 00111,talar 00121,aargh 10110,regal 22222,,,,,,,
murky,4,soare 00010,guilt 02000,acred 00200,murky 22222,,,,,,,
hoist,4,soare 12000,fubsy 00020,abmho 00011,hoist 22222,,,,,,,
buxom,4,soare 01000,clint 00000,wedgy 00000,buxom 22222,,,,,,,
inner,4,soare 00011,deter 00022,filch 01000,inner 22222,,,,,,,
otter,4,soare 01011,outdo 20100,other 21022,otter 22222,,,,,,,
dimly,4,soare 00000,linch 12000,bumfs 00200,dimly 22222,,,,,,,
level,4,soare 00001,denet 02020,bavin 00200,level 22222,,,,,,,
stilt,4,soare 20000,plink 01200,arett 00012,stilt 22222,,,,,,,
sheet,4,soare 20001,clipt 00002,sweet 20222,sheet 22222,,,,,,,
dingo,4,soare 01000,clint 00110,abbas 00000,dingo 22222,,,,,,,
amble,4,soare 00102,gault 01020,abamp 21010,amble 22222,,,,,,,
shady,4,soare 20200,clint 00000,aahed 10101,shady 22222,,,,,,,
bread,4,soare 00111,talar 00021,becke 21000,bread 22222,,,,,,,
friar,4,soare 00110,radar 10022,briar 02222,friar 22222,,,,,,,
reign,4,soare 00011,deter 02001,pyric 00110,reign 22222,,,,,,,
quill,4,soare 00000,linch 11000,guilt 02210,quill 22222,,,,,,,
brood,4,soare 01010,cloot 00220,bedim 20100,brood 22222,,,,,,,
tuber,4,soare 00011,deter 00122,abrim 01100,tuber 22222,,,,,,,
villa,4,soare 00100,clint 01100,aalii 10110,villa 22222,,,,,,,
freak,4,soare 00111,talar 00021,becke 01010,freak 22222,,,,,,,
among,4,soare 01100,cloot 00200,abrim 20001,among 22222,,,,,,,
fecal,4,soare 00101,natal 00022,bedim 02000,fecal 22222,,,,,,,
shell,4,soare 20001,clipt 01000,dwalm 00010,shell 22222,,,,,,,
would,4,soare 02000,linty 10000,ached 00002,would 22222,,,,,,,
rabbi,4,soare 00110,radar 22000,ahint 10100,rabbi 22222,,,,,,,
agony,4,soare 01100,cloot 00200,abrim 20000,agony 22222,,,,,,,
bushy,4,soare 10000,hists 10200,abamp 01000,bushy 22222,,,,,,,
swoon,4,soare 21000,cloth 00100,known 00112,swoon 22222,,,,,,,
knife,4,soare 00002,guilt 00200,aband 00010,knife 22222,,,,,,,
plane,4,soare 00202,flimp 02001,aceta 10100,plane 22222,,,,,,,
crown,4,soare 01010,cloot 20200,adhan 00002,crown 22222,,,,,,,
urban,4,soare 00110,radar 10020,abrim 11100,urban 22222,,,,,,,
snide,4,soare 20002,clipt 00200,aahed 00011,snide 22222,,,,,,,
relay,4,soare 00111,talar 00221,relax 22220,relay 22222,,,,,,,
abide,4,soare 00102,gault 01000,abaka 22000,abide 22222,,,,,,,
dilly,4,soare 00000,linch 12000,bumfs 00000,dilly 22222,,,,,,,
amass,4,soare 10100,lassi 01120,abyss 10022,amass 22222,,,,,,,
trick,4,soare 00010,guilt 00201,fritz 02210,trick 22222,,,,,,,
tutor,4,soare 01010,cloot 00021,abmho 00001,tutor 22222,,,,,,,
woody,4,soare 01000,clint 00000,wedgy 20102,woody 22222,,,,,,,
grief,4,soare 00011,deter 00021,grips 22200,grief 22222,,,,,,,
beach,4,soare 00201,letch 02022,peach 02222,beach 22222,,,,,,,
sauna,4,soare 20100,dault 01200,scuba 20201,sauna 22222,,,,,,,
creep,4,soare 00011,deter 01021,arpen 02110,creep 22222,,,,,,,
caste,4,soare 10102,balti 02020,cahow 22000,caste 22222,,,,,,,
snuff,4,soare 20000,plink 00010,sunny 21100,snuff 22222,,,,,,,
frock,4,soare 01010,cloot 10200,crock 02222,frock 22222,,,,,,,
drunk,4,soare 00010,guilt 01000,abaca 00000,drunk 22222,,,,,,,
prong,4,soare 01010,cloot 00200,dwang 00022,prong 22222,,,,,,,
halve,4,soare 00102,gault 02010,ached 10110,halve 22222,,,,,,,
buyer,4,soare 00011,deter 00022,filch 00000,buyer 22222,,,,,,,
smell,4,soare 20001,clipt 01000,dwalm 00011,smell 22222,,,,,,,
adage,4,soare 00102,gault 11000,agape 21202,adage 22222,,,,,,,
tasty,4,soare 10100,lassi 02200,hanap 02000,tasty 22222,,,,,,,
finch,4,soare 00000,linch 02222,cowps 10000,finch 22222,,,,,,,
gaunt,4,soare 00100,clint 00022,dight 00102,gaunt 22222,,,,,,,
sheik,4,soare 20001,clipt 00100,agene 00200,sheik 22222,,,,,,,
snoop,4,soare 21000,cloth 00100,known 02100,snoop 22222,,,,,,,
party,4,soare 00110,radar 12000,aheap 10001,party 22222,,,,,,,
touch,4,soare 02000,linty 00010,abaca 00020,touch 22222,,,,,,,
mafia,4,soare 00100,clint 00100,aahed 12000,mafia 22222,,,,,,,
emcee,4,soare 00001,denet 01010,acidy 01000,emcee 22222,,,,,,,
vapid,4,soare 00100,clint 00100,aahed 02002,vapid 22222,,,,,,,
jelly,4,soare 00001,denet 02000,beigy 02002,jelly 22222,,,,,,,
skulk,4,soare 20000,plink 01001,acyls 00021,skulk 22222,,,,,,,
tubal,4,soare 00100,clint 01001,aalii 10100,tubal 22222,,,,,,,
lower,4,soare 02011,vower 02222,clapt 01000,lower 22222,,,,,,,
crest,4,soare 10011,truer 12010,wrest 02222,crest 22222,,,,,,,
cyber,4,soare 00011,deter 00022,filch 00010,cyber 22222,,,,,,,
tardy,4,soare 00110,radar 12100,hardy 02222,tardy 22222,,,,,,,
notch,4,soare 02000,linty 00110,abaca 00020,notch 22222,,,,,,,
groom,4,soare 01010,cloot 00220,bedim 00002,groom 22222,,,,,,,
frond,4,soare 01010,cloot 00200,dwang 10020,frond 22222,,,,,,,
puree,4,soare 00011,deter 01021,arpen 01110,puree 22222,,,,,,,
venue,4,soare 00001,denet 01200,chimp 00000,venue 22222,,,,,,,
seven,4,soare 20001,clipt 00000,adeem 00120,seven 22222,,,,,,,
dryly,4,soare 00010,guilt 00020,wryly 02222,dryly 22222,,,,,,,
drank,4,soare 00210,clint 00020,bifid 00001,drank 22222,,,,,,,
pixie,4,soare 00002,guilt 00100,amice 00102,pixie 22222,,,,,,,
quoth,4,soare 01000,clint 00001,boody 00200,quoth 22222,,,,,,,
penne,4,soare 00001,denet 01100,aliya 00000,penne 22222,,,,,,,
amend,4,soare 00101,natal 11000,aahed 20012,amend 22222,,,,,,,
datum,4,soare 00100,clint 00001,baffy 02000,datum 22222,,,,,,,
build,4,soare 00000,linch 11000,guilt 02220,build 22222,,,,,,,
shelf,4,soare 20001,clipt 01000,dwalm 00020,shelf 22222,,,,,,,
suing,4,soare 20000,plink 00220,aguti 01101,suing 22222,,,,,,,
ramen,4,soare 00111,talar 02001,maror 12100,ramen 22222,,,,,,,
worth,4,soare 02010,curdy 00200,enmew 00001,worth 22222,,,,,,,
infer,4,soare 00011,deter 00022,filch 11000,infer 22222,,,,,,,
mayor,4,soare 01110,bacon 02020,verry 00101,mayor 22222,,,,,,,
ovoid,4,soare 01000,clint 00100,adaws 01000,ovoid 22222,,,,,,,
randy,4,soare 00110,radar 22100,abaci 10000,randy 22222,,,,,,,
chuck,4,soare 00000,linch 00011,abmho 00010,chuck 22222,,,,,,,
prank,4,soare 00210,clint 00020,bifid 00000,prank 22222,,,,,,,
tooth,4,soare 01000,clint 00001,boody 02200,tooth 22222,,,,,,,
drove,4,soare 01012,panto 00001,befog 01010,drove 22222,,,,,,,
idler,4,soare 00011,deter 10022,adunc 02000,idler 22222,,,,,,,
swath,4,soare 20200,clint 00001,abmho 10010,swath 22222,,,,,,,
stint,4,soare 20000,plink 00220,aguti 00011,stint 22222,,,,,,,
begat,4,soare 00101,natal 00120,aleck 10100,begat 22222,,,,,,,
apply,4,soare 00100,clint 01000,dampy 01012,apply 22222,,,,,,,
tarot,4,soare 01110,bacon 02020,verry 00200,tarot 22222,,,,,,,
shift,4,soare 20000,plink 00200,ahent 02002,shift 22222,,,,,,,
timer,4,soare 00011,deter 00122,abrim 00111,timer 22222,,,,,,,
bylaw,4,soare 00100,clint 01000,dampy 01001,bylaw 22222,,,,,,,
three,4,soare 00011,deter 01121,aargh 00201,three 22222,,,,,,,
steak,4,soare 20101,dempt 01001,steal 22220,steak 22222,,,,,,,
blunt,4,soare 00000,linch 10100,befog 20000,blunt 22222,,,,,,,
joist,4,soare 12000,fubsy 00020,abmho 00001,joist 22222,,,,,,,
bunny,4,soare 00000,linch 00100,abaft 01000,bunny 22222,,,,,,,
shape,4,soare 20202,thilk 02000,amped 10110,shape 22222,,,,,,,
wheel,4,soare 00001,denet 01020,apeek 00220,wheel 22222,,,,,,,
adept,4,soare 00101,natal 01100,theta 10201,adept 22222,,,,,,,
stunt,4,soare 20000,plink 00020,agast 00011,stunt 22222,,,,,,,
fluke,4,soare 00002,guilt 01010,abamp 00000,fluke 22222,,,,,,,
bloat,4,soare 01100,cloot 02202,abaft 11002,bloat 22222,,,,,,,
bully,4,soare 00000,linch 10000,baldy 20102,bully 22222,,,,,,,
boxer,4,soare 02011,vower 02022,hanky 00000,boxer 22222,,,,,,,
space,4,soare 20202,thilk 00000,ached 11010,space 22222,,,,,,,
avail,4,soare 00100,clint 01100,aalii 10120,avail 22222,,,,,,,
loyal,4,soare 02100,nidal 00021,local 22022,loyal 22222,,,,,,,
pizza,4,soare 00100,clint 00100,aahed 10000,pizza 22222,,,,,,,
tempo,4,soare 01001,pylon 10010,epoch 11100,tempo 22222,,,,,,,
droop,4,soare 01010,cloot 00220,bedim 00100,droop 22222,,,,,,,
plate,4,soare 00202,flimp 02001,aceta 10120,plate 22222,,,,,,,
plunk,4,soare 00000,linch 10100,befog 00000,plunk 22222,,,,,,,
afoul,4,soare 01100,cloot 01200,viola 00211,afoul 22222,,,,,,,
agile,4,soare 00102,gault 11020,angle 20122,agile 22222,,,,,,,
dwell,4,soare 00001,denet 21000,aalii 00100,dwell 22222,,,,,,,
motif,4,soare 02000,linty 01010,admix 00120,motif 22222,,,,,,,
smash,4,soare 10200,clash 00212,amate 02200,smash 22222,,,,,,,
broil,4,soare 01010,cloot 01200,algid 01020,broil 22222,,,,,,,
shove,4,soare 21002,knelt 00100,scope 20202,shove 22222,,,,,,,
baggy,4,soare 00100,clint 00000,gaped 12000,baggy 22222,,,,,,,
mammy,4,soare 00100,clint 00000,gaped 02000,mammy 22222,,,,,,,
swamp,4,soare 20200,clint 00000,aahed 10000,swamp 22222,,,,,,,
along,4,soare 01100,cloot 02200,aloud 22200,along 22222,,,,,,,
wager,4,soare 00111,talar 02002,gawky 12100,wager 22222,,,,,,,
quack,4,soare 00200,flick 00022,whack 00222,quack 22222,,,,,,,
snaky,4,soare 20200,clint 00010,spawn 20201,snaky 22222,,,,,,,
mange,4,soare 00102,gault 12000,badge 02022,mange 22222,,,,,,,
skate,4,soare 20202,thilk 10001,stake 21212,skate 22222,,,,,,,
medal,4,soare 00101,natal 00022,bedim 02201,medal 22222,,,,,,,
rebel,4,soare 00011,deter 02021,ablow 01100,rebel 22222,,,,,,,
maple,4,soare 00102,gault 02020,abaca 10000,maple 22222,,,,,,,
remit,4,soare 00011,deter 02101,abrim 00121,remit 22222,,,,,,,
mogul,4,soare 02000,linty 10000,ached 00000,mogul 22222,,,,,,,
fetch,4,soare 00001,denet 02001,aleph 00102,fetch 22222,,,,,,,
cause,4,soare 10102,balti 02000,abamp 10000,cause 22222,,,,,,,
aglow,4,soare 01100,cloot 01020,ablow 20222,aglow 22222,,,,,,,
meaty,4,soare 00201,letch 02100,meant 22201,meaty 22222,,,,,,,
shyly,4,soare 20000,plink 01000,ahull 02020,shyly 22222,,,,,,,
racer,4,soare 00111,talar 02001,maror 02102,racer 22222,,,,,,,
prowl,4,soare 01010,cloot 01200,algid 01000,prowl 22222,,,,,,,
waist,4,soare 10100,lassi 02021,daisy 02220,waist 22222,,,,,,,
forty,4,soare 02010,curdy 00202,horny 02202,forty 22222,,,,,,,
deity,4,soare 00001,denet 22001,depth 22020,deity 22222,,,,,,,
preen,4,soare 00011,deter 01021,arpen 02112,preen 22222,,,,,,,
bevel,4,soare 00001,denet 02020,bavin 20200,bevel 22222,,,,,,,
annoy,4,soare 01100,cloot 00020,aboon 20021,annoy 22222,,,,,,,
bleak,4,soare 00101,natal 00021,adeem 10200,bleak 22222,,,,,,,
ditty,4,soare 00000,linch 02000,dawts 20010,ditty 22222,,,,,,,
grown,4,soare 01010,cloot 00200,dwang 01011,grown 22222,,,,,,,
shuck,4,soare 20000,plink 00002,stuck 20222,shuck 22222,,,,,,,
cumin,4,soare 00000,linch 01110,icing 11010,cumin 22222,,,,,,,
stock,4,soare 21000,cloth 10210,abaci 00020,stock 22222,,,,,,,
gravy,4,soare 00210,clint 00000,aahed 10000,gravy 22222,,,,,,,
wider,4,soare 00011,deter 10022,adunc 01000,wider 22222,,,,,,,
breed,4,soare 00011,deter 11021,befog 21000,breed 22222,,,,,,,
cache,4,soare 00102,gault 02000,amain 10000,cache 22222,,,,,,,
blimp,4,soare 00000,linch 11000,guilt 00210,blimp 22222,,,,,,,
fiend,4,soare 00001,denet 11100,aalii 00010,fiend 22222,,,,,,,
cheap,4,soare 00101,natal 00020,aahed 10110,cheap 22222,,,,,,,
elide,4,soare 00001,denet 11010,elude 22022,elide 22222,,,,,,,
renal,4,soare 00111,talar 00121,aargh 10100,renal 22222,,,,,,,
pence,4,soare 00001,denet 01200,chimp 10001,pence 22222,,,,,,,
blaze,4,soare 00202,flimp 02000,aband 01200,blaze 22222,,,,,,,
envoy,4,soare 01001,pylon 01021,enjoy 22022,envoy 22222,,,,,,,
brief,4,soare 00011,deter 00021,grips 02200,brief 22222,,,,,,,
never,4,soare 00011,deter 02022,elvan 10201,never 22222,,,,,,,
sulky,4,soare 20000,plink 01001,acyls 00111,sulky 22222,,,,,,,
fiery,4,soare 00021,teeny 00202,query 00222,fiery 22222,,,,,,,
media,4,soare 00101,natal 01000,aahed 10011,media 22222,,,,,,,
trunk,4,soare 00010,guilt 01001,amuck 00202,trunk 22222,,,,,,,
scalp,4,soare 20200,clint 11000,acidy 12000,scalp 22222,,,,,,,
cider,4,soare 00011,deter 10022,adunc 01001,cider 22222,,,,,,,
segue,4,soare 20001,clipt 00000,adeem 00110,segue 22222,,,,,,,
creme,4,soare 00011,deter 01011,abamp 00020,creme 22222,,,,,,,
owner,4,soare 01011,outdo 20000,offer 20022,owner 22222,,,,,,,
ember,4,soare 00011,deter 01022,abaca 01000,ember 22222,,,,,,,
empty,4,soare 00001,denet 01001,aceta 00120,empty 22222,,,,,,,
speed,4,soare 20001,clipt 00010,adhan 01000,speed 22222,,,,,,,
gipsy,4,soare 10000,hists 02100,missy 02022,gipsy 22222,,,,,,,
recur,4,soare 00011,deter 02001,pyric 00101,recur 22222,,,,,,,
merge,4,soare 00011,deter 01001,civvy 00000,merge 22222,,,,,,,
kappa,4,soare 00100,clint 00000,gaped 01100,kappa 22222,,,,,,,
shaky,4,soare 20200,clint 00000,aahed 10100,shaky 22222,,,,,,,
hover,4,soare 02011,vower 12022,almah 00001,hover 22222,,,,,,,
synod,4,soare 21000,cloth 00100,known 01100,synod 22222,,,,,,,
haunt,4,soare 00100,clint 00022,dight 00012,haunt 22222,,,,,,,
plied,4,soare 00001,denet 10020,clued 02022,plied 22222,,,,,,,
burly,4,soare 00010,guilt 02020,curly 02222,burly 22222,,,,,,,
